gid,visteam,hometeam,site,date,number,starttime,daynight,innings,tiebreaker,usedh,htbf,timeofgame,attendance,fieldcond,precip,sky,temp,winddir,windspeed,oscorer,forfeit,suspend,umphome,ump1b,ump2b,ump3b,umplf,umprf,wp,lp,save,gametype,vruns,hruns,wteam,lteam,line,batteries,lineups,box,pbp,season
OAK201304010,SEA,OAK,OAK01,20130401,0,7:07PM,night,,,true,,166,36067,unknown,unknown,cloudy,61,torf,11,dybdc701,,,demud901,herna901,eddid901,tumpj901,,,hernf002,andeb004,wilht001,regular,2,0,SEA,OAK,y,both,y,y,y,2013
PIT201304010,CHN,PIT,PIT08,20130401,0,1:41PM,day,,,false,,179,39078,unknown,unknown,unknown,41,tocf,12,patte701,,,hallt901,kulpr901,cuzzp901,guccc901,,,samaj001,burna001,fujik001,regular,3,1,CHN,PIT,y,both,y,y,y,2013
WAS201304010,MIA,WAS,WAS11,20130401,0,1:09PM,day,,,false,,130,45274,unknown,unknown,cloudy,61,torf,15,vincd701,,,kellj901,coope901,schrp901,fairc901,,,stras001,nolar001,sorir001,regular,0,2,WAS,MIA,y,both,y,y,y,2013
ARI201304020,SLN,ARI,PHO01,20130402,0,6:40PM,night,,,false,,177,28356,unknown,unknown,sunny,82,ltor,12,rausg701,,,iassd901,knigb901,carlm901,davig901,,,garcj004,cahit001,,regular,6,1,SLN,ARI,y,both,y,y,y,2013
HOU201304020,TEX,HOU,HOU03,20130402,0,7:10PM,night,,,true,,174,22673,dry,none,dome,73,unknown,0,porzg701,,,nauep901,fleta901,conrc901,holbs901,,,darvy001,harrl002,,regular,7,0,TEX,HOU,y,both,y,y,y,2013
LAN201304020,SFN,LAN,LOS03,20130402,0,7:12PM,night,,,false,,164,45431,unknown,unknown,sunny,65,torf,5,munse701,,,emmep901,drecb901,fagac901,darlg901,,,bumgm001,ryu-h001,romos001,regular,3,0,SFN,LAN,y,both,y,y,y,2013
MIL201304020,COL,MIL,MIL06,20130402,0,7:10PM,night,,,false,,202,24753,dry,none,dome,63,unknown,0,odrit701,,,vanol901,randt901,gonzm901,bellw901,,,escae001,gonzm001,betar001,regular,8,4,COL,MIL,y,both,y,y,y,2013
OAK201304020,SEA,OAK,OAK01,20130402,0,7:08PM,night,,,true,,196,15315,unknown,unknown,cloudy,61,torf,10,ducam701,,,herna901,eddid901,tumpj901,demud901,,,iwakh001,parkj001,,regular,7,1,SEA,OAK,y,both,y,y,y,2013
TBA201304020,BAL,TBA,STP01,20130402,0,3:13PM,day,,,true,,177,34078,unknown,unknown,dome,72,unknown,0,mathb701,,,hirsj901,davib902,reynj901,hoyej901,,,hammj002,mcgej001,johnj010,regular,7,4,BAL,TBA,y,both,y,y,y,2013
TOR201304020,CLE,TOR,TOR02,20130402,0,7:32PM,night,,,true,,151,48857,dry,none,dome,68,unknown,0,uttes701,,,nelsj901,danlk901,barkl901,carav901,,,mastj001,dickr001,perec002,regular,4,1,CLE,TOR,y,both,y,y,y,2013
ARI201304030,SLN,ARI,PHO01,20130403,0,6:40PM,night,,,false,,332,26891,unknown,unknown,sunny,83,fromlf,5,rausg701,,,knigb901,carlm901,davig901,iassd901,,,collj001,salaf001,,regular,9,10,ARI,SLN,y,both,y,y,y,2013
ATL201304030,PHI,ATL,ATL02,20130403,0,7:10PM,night,,,false,,198,24289,wet,rain,unknown,60,rtol,9,wilkj701,,,everm901,fostm901,barrs901,welkt901,,,mahop002,hallr001,,regular,2,9,ATL,PHI,y,both,y,y,y,2013
CHA201304030,KCA,CHA,CHI12,20130403,0,1:10PM,day,,,true,,166,14213,unknown,unknown,sunny,43,ltor,11,frisd701,,,onorb901,wendh902,porta901,laynj901,,,peavj001,sante001,reeda001,regular,2,5,CHA,KCA,y,both,y,y,y,2013
CIN201304030,ANA,CIN,CIN09,20130403,0,7:11PM,night,,,false,,186,35257,unknown,unknown,sunny,49,torf,11,rothr701,,,millb901,buckc901,ticht901,scotd901,,,chapa001,downs001,,regular,4,5,CIN,ANA,y,both,y,y,y,2013
HOU201304030,TEX,HOU,HOU03,20130403,0,1:10PM,day,,,true,,179,15831,dry,none,dome,73,unknown,0,blour701,,,fleta901,conrc901,holbs901,nauep901,,,ogana001,humbp001,,regular,4,0,TEX,HOU,y,both,y,y,y,2013
LAN201304030,SFN,LAN,LOS03,20130403,0,7:12PM,night,,,false,,184,52906,unknown,unknown,cloudy,65,tocf,8,hartd701,,,drecb901,fagac901,darlg901,emmep901,,,linct001,beckj002,romos001,regular,5,3,SFN,LAN,y,both,y,y,y,2013
MIL201304030,COL,MIL,MIL06,20130403,0,7:11PM,night,,,false,,211,25766,dry,none,dome,62,unknown,0,odrit701,,,randt901,gonzm901,bellw901,vanol901,,,nicaj001,peraw001,,regular,7,3,COL,MIL,y,both,y,y,y,2013
MIN201304030,DET,MIN,MIN04,20130403,0,3:10PM,day,,,true,,181,22963,unknown,unknown,sunny,46,rtol,18,wongg701,,,wolfj901,hicke901,blasc901,joycj901,,,perkg001,cokep001,,regular,2,3,MIN,DET,y,both,y,y,y,2013
NYA201304030,BOS,NYA,NYC21,20130403,0,7:10PM,night,,,true,,215,40216,unknown,unknown,sunny,43,ltor,22,sprej701,,,marqa901,dimum901,belld901,barrt901,,,buchc001,kuroh001,hanrj001,regular,7,4,BOS,NYA,y,both,y,y,y,2013
NYN201304030,SDN,NYN,NYC20,20130403,0,7:12PM,night,,,false,,156,22239,unknown,unknown,sunny,44,torf,21,karph701,,,mealj901,hudsm901,bakej902,mcclt901,,,harvm001,richc002,,regular,4,8,NYN,SDN,y,both,y,y,y,2013
OAK201304030,SEA,OAK,OAK01,20130403,0,7:07PM,night,,,true,,170,15162,unknown,unknown,unknown,60,torf,11,dybdc701,,,eddid901,tumpj901,demud901,herna901,,,milot001,saunj001,,regular,2,6,OAK,SEA,y,both,y,y,y,2013
PIT201304030,CHN,PIT,PIT08,20130403,0,7:05PM,night,,,false,,175,27667,unknown,unknown,cloudy,35,tocf,17,webbb701,,,kulpr901,cuzzp901,guccc901,hallt901,,,rodrw002,jacke001,grilj001,regular,0,3,PIT,CHN,y,both,y,y,y,2013
TBA201304030,BAL,TBA,STP01,20130403,0,7:12PM,night,,,true,,176,15599,unknown,unknown,dome,72,torf,0,clodt701,,,davib902,reynj901,hoyej901,hirsj901,,,rodnf001,huntt002,,regular,7,8,TBA,BAL,y,both,y,y,y,2013
TOR201304030,CLE,TOR,TOR02,20130403,0,7:07PM,night,,,true,,203,24619,dry,none,dome,68,unknown,0,lajor701,,,danlk901,barkl901,carav901,nelsj901,,,albem001,sants001,smitj002,regular,3,2,CLE,TOR,y,both,y,y,y,2013
WAS201304030,MIA,WAS,WAS11,20130403,0,7:08PM,night,,,false,,152,26269,unknown,unknown,sunny,45,fromcf,17,vincd701,,,coope901,schrp901,fairc901,kellj901,,,gonzg003,slowk001,sorir001,regular,0,3,WAS,MIA,y,both,y,y,y,2013
ATL201304040,PHI,ATL,ATL02,20130404,0,7:11PM,night,,,false,,153,18295,unknown,unknown,unknown,41,fromrf,11,wilkj701,,,fostm901,barrs901,welkt901,everm901,,,lee-c003,medlk001,papej001,regular,2,0,PHI,ATL,y,both,y,y,y,2013
CHA201304040,KCA,CHA,CHI12,20130404,0,1:11PM,day,,,true,,165,15036,unknown,unknown,cloudy,57,fromrf,12,frisd701,,,wendh902,porta901,laynj901,onorb901,,,guthj001,floyg001,hollg001,regular,3,1,KCA,CHA,y,both,y,y,y,2013
CIN201304040,ANA,CIN,CIN09,20130404,0,12:37PM,day,,,false,,171,23795,unknown,unknown,cloudy,50,fromlf,10,camem701,,,buckc901,ticht901,scotd901,millb901,,,arrob001,blanj001,chapa001,regular,4,5,CIN,ANA,y,both,y,y,y,2013
MIN201304040,DET,MIN,MIN04,20130404,0,12:11PM,day,,,true,,212,24752,unknown,unknown,cloudy,46,torf,13,wongg701,,,hicke901,blasc901,joycj901,wolfj901,,,pelfm001,porcr001,,regular,2,8,MIN,DET,y,both,y,y,y,2013
NYA201304040,BOS,NYA,NYC21,20130404,0,7:08PM,night,,,true,,158,40611,unknown,unknown,cloudy,43,rtol,14,sprej701,,,dimum901,belld901,barrt901,marqa901,,,petta001,dempr002,rivem002,regular,2,4,NYA,BOS,y,both,y,y,y,2013
NYN201304040,SDN,NYN,NYC20,20130404,0,1:11PM,day,,,false,,197,21519,unknown,unknown,unknown,47,tolf,9,karph701,,,hudsm901,bakej902,mcclt901,mealj901,,,stule002,gee-d001,streh001,regular,2,1,SDN,NYN,y,both,y,y,y,2013
OAK201304040,SEA,OAK,OAK01,20130404,0,12:37PM,day,,,true,,152,12134,unknown,unknown,overcast,65,tolf,12,dybdc701,,,tumpj901,demud901,herna901,eddid901,,,grifa002,maurb001,,regular,2,8,OAK,SEA,y,both,y,y,y,2013
PIT201304040,CHN,PIT,PIT08,20130404,0,12:36PM,day,,,false,,161,11634,unknown,unknown,cloudy,45,fromcf,7,webbb701,,,cuzzp901,guccc901,hallt901,kulpr901,,,woodt004,mcdoj004,marmc001,regular,3,2,CHN,PIT,y,both,y,y,y,2013
TBA201304040,BAL,TBA,STP01,20130404,0,3:12PM,day,,,true,,182,17491,unknown,unknown,dome,72,fromlf,0,clodt701,,,reynj901,hoyej901,hirsj901,davib902,,,gonzm003,carmf001,johnj010,regular,6,3,BAL,TBA,y,both,y,y,y,2013
TOR201304040,CLE,TOR,TOR02,20130404,0,7:07PM,night,,,true,,169,19515,dry,none,dome,68,unknown,0,uttes701,,,barkl901,carav901,nelsj901,danlk901,,,delas001,myerb001,jansc001,regular,8,10,TOR,CLE,y,both,y,y,y,2013
WAS201304040,MIA,WAS,WAS11,20130404,0,4:05PM,day,,,false,,154,25123,unknown,unknown,unknown,47,torf,7,vincd701,,,schrp901,fairc901,kellj901,coope901,,,zimmj003,leblw001,,regular,1,6,WAS,MIA,y,both,y,y,y,2013
ATL201304050,CHN,ATL,ATL02,20130405,0,7:35PM,night,,,false,,156,33443,unknown,unknown,sunny,62,ltor,13,wilkj701,,,belld901,barrt901,marqa901,dimum901,,,minom001,felds001,kimbc001,regular,1,4,ATL,CHN,y,both,y,y,y,2013
BAL201304050,MIN,BAL,BAL12,20130405,0,3:11PM,day,,,true,,211,46653,unknown,unknown,sunny,60,ltor,6,hennj701,,,guccc901,hallt901,kulpr901,cuzzp901,,,ayall001,fienc001,,regular,5,9,BAL,MIN,y,both,y,y,y,2013
CHA201304050,SEA,CHA,CHI12,20130405,0,7:11PM,night,,,true,,222,15312,unknown,unknown,cloudy,34,ltor,10,frisd701,,,carav901,nelsj901,danlk901,barkl901,,,loe-k001,jonen001,wilht001,regular,8,7,SEA,CHA,y,both,y,y,y,2013
CIN201304050,WAS,CIN,CIN09,20130405,0,7:10PM,night,,,false,,188,28102,unknown,unknown,sunny,60,ltor,9,camem701,,,bakej902,mcclt901,mealj901,hudsm901,,,bailh001,hared001,,regular,0,15,CIN,WAS,y,both,y,y,y,2013
COL201304050,SDN,COL,DEN02,20130405,0,2:11PM,day,,,false,,165,49077,unknown,unknown,unknown,70,torf,4,einsd701,,,fagac901,darlg901,emmep901,drecb901,,,franj003,marqj001,betar001,regular,2,5,COL,SDN,y,both,y,y,y,2013
DET201304050,NYA,DET,DET05,20130405,0,1:08PM,day,,,true,,178,45051,unknown,unknown,sunny,45,ltor,12,marod701,,,porta901,laynj901,onorb901,wendh902,,,fistd001,novai001,smyld001,regular,3,8,DET,NYA,y,both,y,y,y,2013
HOU201304050,OAK,HOU,HOU03,20130405,0,7:10PM,night,,,true,,231,18197,unknown,unknown,cloudy,73,tocf,5,wilkt701,,,barrs901,welkt901,everm901,fostm901,,,strad003,peacb001,,regular,8,3,OAK,HOU,y,both,y,y,y,2013
LAN201304050,PIT,LAN,LOS03,20130405,0,7:11PM,night,,,false,,154,40607,unknown,unknown,sunny,64,tocf,5,munse701,,,carlm901,davig901,iassd901,muchm901,,,greiz001,sancj002,leagb001,regular,0,3,LAN,PIT,y,both,y,y,y,2013
MIL201304050,ARI,MIL,MIL06,20130405,0,7:10PM,night,,,false,,167,24623,dry,none,dome,61,unknown,0,odrit701,,,conrc901,holbs901,nauep901,fleta901,,,milew001,badeb001,putzj001,regular,3,1,ARI,MIL,y,both,y,y,y,2013
NYN201304050,MIA,NYN,NYC20,20130405,0,7:10PM,night,,,false,,211,24935,unknown,unknown,sunny,57,ltor,17,sprej701,,,blasc901,joycj901,wolfj901,hicke901,,,sanaa001,hefnj001,,regular,7,5,MIA,NYN,y,both,y,y,y,2013
PHI201304050,KCA,PHI,PHI13,20130405,0,4:08PM,day,,,false,,189,45307,unknown,unknown,sunny,64,fromlf,19,dunnj701,,,fairc901,kellj901,coope901,schrp901,,,chenb001,kendk001,,regular,13,4,KCA,PHI,y,both,y,y,y,2013
SFN201304050,SLN,SFN,SFO03,20130405,0,1:39PM,day,,,false,,151,41581,unknown,unknown,unknown,64,tocf,11,feldd701,,,demud901,herna901,eddid901,tumpj901,,,zitob001,westj001,romos001,regular,0,1,SFN,SLN,y,both,y,y,y,2013
TBA201304050,CLE,TBA,STP01,20130405,0,7:10PM,night,,,true,,141,16019,unknown,unknown,dome,72,ltor,0,clodt701,,,ticht901,scotd901,millb901,buckc901,,,moorm003,mcalz001,,regular,0,4,TBA,CLE,y,both,y,y,y,2013
TEX201304050,ANA,TEX,ARL02,20130405,0,1:08PM,day,,,true,,166,48845,unknown,unknown,sunny,64,unknown,0,wells701,,,gonzm901,bellw901,vanol901,randt901,,,schet001,downs001,nathj001,regular,2,3,TEX,ANA,y,both,y,y,y,2013
TOR201304050,BOS,TOR,TOR02,20130405,0,7:08PM,night,,,true,,215,45328,dry,none,dome,68,unknown,0,lajor701,,,hoyej901,hirsj901,davib902,reynj901,,,tazaj001,rogee002,hanrj001,regular,6,4,BOS,TOR,y,both,y,y,y,2013
ATL201304060,CHN,ATL,ATL02,20130406,0,7:11PM,night,,,false,,192,38498,unknown,unknown,cloudy,69,tolf,8,mustr701,,,barrt901,marqa901,dimum901,belld901,,,oflae001,marmc001,,regular,5,6,ATL,CHN,y,both,y,y,y,2013
BAL201304060,MIN,BAL,BAL12,20130406,0,7:07PM,night,,,true,,197,40704,unknown,unknown,sunny,51,fromlf,3,jacom701,,,hallt901,kulpr901,cuzzp901,guccc901,,,roenj001,johnj010,perkg001,regular,6,5,MIN,BAL,y,both,y,y,y,2013
CHA201304060,SEA,CHA,CHI12,20130406,0,12:11PM,day,,,true,,187,22461,unknown,unknown,unknown,57,fromrf,25,roseb701,,,nelsj901,danlk901,barkl901,carav901,,,veald001,hernf002,reeda001,regular,3,4,CHA,SEA,y,both,y,y,y,2013
CIN201304060,WAS,CIN,CIN09,20130406,0,1:10PM,day,,,false,,210,34762,unknown,unknown,cloudy,57,fromcf,12,camem701,,,mcclt901,mealj901,hudsm901,bakej902,,,stamc001,hoovj002,,regular,7,6,WAS,CIN,y,both,y,y,y,2013
COL201304060,SDN,COL,DEN02,20130406,0,6:11PM,night,,,false,,174,31133,unknown,unknown,overcast,61,ltor,21,platd701,,,darlg901,emmep901,drecb901,fagac901,,,garlj001,rosst001,betar001,regular,3,6,COL,SDN,y,both,y,y,y,2013
DET201304060,NYA,DET,DET05,20130406,0,4:06PM,day,,,true,,208,42453,unknown,unknown,unknown,48,fromlf,13,marod701,,,laynj901,onorb901,wendh902,porta901,,,schem001,hughp001,,regular,4,8,DET,NYA,y,both,y,y,y,2013
HOU201304060,OAK,HOU,HOU03,20130406,0,6:10PM,night,,,true,,192,18685,unknown,unknown,cloudy,75,tolf,12,blour701,,,welkt901,everm901,fostm901,barrs901,,,colob001,norrb001,balfg001,regular,6,3,OAK,HOU,y,both,y,y,y,2013
LAN201304060,PIT,LAN,LOS03,20130406,0,6:09PM,night,,,false,,182,39446,unknown,unknown,cloudy,66,tocf,3,hartd701,,,davig901,iassd901,muchm901,carlm901,,,kersc001,burna001,leagb001,regular,0,1,LAN,PIT,y,both,y,y,y,2013
MIL201304060,ARI,MIL,MIL06,20130406,0,6:10PM,night,,,false,,202,30115,dry,none,dome,65,unknown,0,odrit701,,,holbs901,nauep901,fleta901,conrc901,,,corbp001,fierm001,,regular,9,2,ARI,MIL,y,both,y,y,y,2013
NYN201304060,MIA,NYN,NYC20,20130406,0,1:10PM,day,,,false,,179,28474,unknown,unknown,sunny,46,ltor,10,sprej701,,,joycj901,wolfj901,hicke901,blasc901,,,lyonb003,webbr001,,regular,3,7,NYN,MIA,y,both,y,y,y,2013
PHI201304060,KCA,PHI,PHI13,20130406,0,7:07PM,night,,,false,,167,39475,unknown,unknown,sunny,52,tocf,4,macom701,,,kellj901,coope901,schrp901,fairc901,,,basta001,hollg001,,regular,3,4,PHI,KCA,y,both,y,y,y,2013
SFN201304060,SLN,SFN,SFO03,20130406,0,1:08PM,day,,,false,,178,41402,unknown,unknown,overcast,59,tocf,9,ducam701,,,herna901,eddid901,tumpj901,demud901,,,mills001,voger001,boggm001,regular,6,3,SLN,SFN,y,both,y,y,y,2013
TBA201304060,CLE,TBA,STP01,20130406,0,7:11PM,night,,,true,,191,32217,unknown,unknown,dome,72,tolf,0,clodt701,,,scotd901,millb901,buckc901,ticht901,,,cobba001,bauet001,,regular,0,6,TBA,CLE,y,both,y,y,y,2013
TEX201304060,ANA,TEX,ARL02,20130406,0,3:07PM,day,,,true,,180,47201,unknown,unknown,sunny,72,fromrf,17,ruddw701,,,bellw901,vanol901,randt901,gonzm901,,,hanst001,harrm001,,regular,8,4,ANA,TEX,y,both,y,y,y,2013
TOR201304060,BOS,TOR,TOR02,20130406,0,1:07PM,day,,,true,,158,45797,dry,none,dome,68,unknown,0,hobbd701,,,hirsj901,davib902,reynj901,hoyej901,,,happj001,lackj001,,regular,0,5,TOR,BOS,y,both,y,y,y,2013
ATL201304070,CHN,ATL,ATL02,20130407,0,1:35PM,day,,,false,,170,45800,unknown,unknown,cloudy,73,tocf,9,wilkj701,,,marqa901,dimum901,belld901,barrt901,,,hudst001,samaj001,,regular,1,5,ATL,CHN,y,both,y,y,y,2013
BAL201304070,MIN,BAL,BAL12,20130407,0,1:39PM,day,,,true,,172,34431,unknown,unknown,sunny,57,tocf,2,eiger701,,,kulpr901,cuzzp901,guccc901,hallt901,,,swara001,hammj002,perkg001,regular,4,3,MIN,BAL,y,both,y,y,y,2013
CHA201304070,SEA,CHA,CHI12,20130407,0,1:11PM,day,,,true,,172,18708,unknown,unknown,cloudy,52,fromlf,9,roseb701,,,danlk901,barkl901,carav901,nelsj901,,,reeda001,loe-k001,,regular,3,4,CHA,SEA,y,both,y,y,y,2013
CIN201304070,WAS,CIN,CIN09,20130407,0,1:11PM,day,,,false,,187,32514,unknown,unknown,cloudy,70,tocf,17,rothr701,,,mealj901,hudsm901,bakej902,mcclt901,,,cuetj001,stras001,chapa001,regular,3,6,CIN,WAS,y,both,y,y,y,2013
COL201304070,SDN,COL,DEN02,20130407,0,2:11PM,day,,,false,,173,31060,unknown,unknown,cloudy,63,fromlf,9,einsd701,,,emmep901,drecb901,fagac901,darlg901,,,chacj001,volqe001,,regular,1,9,COL,SDN,y,both,y,y,y,2013
DET201304070,NYA,DET,DET05,20130407,0,1:09PM,day,,,true,,201,39829,unknown,unknown,cloudy,53,tolf,17,marod701,,,onorb901,wendh902,porta901,laynj901,,,sabac001,verlj001,,regular,7,0,NYA,DET,y,both,y,y,y,2013
HOU201304070,OAK,HOU,HOU03,20130407,0,1:12PM,day,,,true,,184,16914,unknown,unknown,unknown,79,tolf,13,porzg701,,,everm901,fostm901,barrs901,welkt901,,,andeb004,harrl002,,regular,9,3,OAK,HOU,y,both,y,y,y,2013
LAN201304070,PIT,LAN,LOS03,20130407,0,1:10PM,day,,,false,,177,52053,unknown,unknown,cloudy,69,torf,10,hartd701,,,iassd901,muchm901,carlm901,davig901,,,ryu-h001,lockj001,,regular,2,6,LAN,PIT,y,both,y,y,y,2013
MIL201304070,ARI,MIL,MIL06,20130407,0,1:10PM,day,,,false,,250,37733,dry,none,dome,70,unknown,0,odrit701,,,nauep901,fleta901,conrc901,holbs901,,,sippt001,axfoj001,bellh001,regular,8,7,ARI,MIL,y,both,y,y,y,2013
NYN201304070,MIA,NYN,NYC20,20130407,0,1:11PM,day,,,false,,218,29780,unknown,unknown,cloudy,53,tolf,20,sprej701,,,wolfj901,hicke901,blasc901,joycj901,,,rices001,cishs001,,regular,3,4,NYN,MIA,y,both,y,y,y,2013
PHI201304070,KCA,PHI,PHI13,20130407,0,1:39PM,day,,,false,,200,39451,unknown,unknown,cloudy,59,tocf,15,dunnj701,,,coope901,schrp901,fairc901,kellj901,,,shiej002,hamec001,herrk001,regular,9,8,KCA,PHI,y,both,y,y,y,2013
SFN201304070,SLN,SFN,SFO03,20130407,0,1:40PM,day,,,false,,171,42201,unknown,unknown,unknown,59,fromrf,8,ducam701,,,eddid901,tumpj901,demud901,herna901,,,waina001,cainm001,,regular,14,3,SLN,SFN,y,both,y,y,y,2013
TBA201304070,CLE,TBA,STP01,20130407,0,1:41PM,day,,,true,,164,21629,unknown,unknown,dome,72,tocf,0,clodt701,,,millb901,buckc901,ticht901,scotd901,,,mastj001,pricd001,,regular,13,0,CLE,TBA,y,both,y,y,y,2013
TEX201304070,ANA,TEX,ARL02,20130407,0,7:08PM,night,,,true,,181,42034,unknown,unknown,unknown,73,fromrf,17,wells701,,,vanol901,randt901,gonzm901,bellw901,,,darvy001,weavj003,,regular,3,7,TEX,ANA,y,both,y,y,y,2013
TOR201304070,BOS,TOR,TOR02,20130407,0,1:08PM,day,,,true,,164,41168,dry,none,dome,68,unknown,0,hobbd701,,,davib902,reynj901,hoyej901,hirsj901,,,lestj001,dickr001,,regular,13,0,BOS,TOR,y,both,y,y,y,2013
ARI201304080,PIT,ARI,PHO01,20130408,0,6:40PM,night,,,false,,186,21392,dry,none,dome,75,unknown,0,rausg701,,,drecb901,fagac901,darlg901,emmep901,,,gomej002,cahit001,grilj001,regular,5,3,PIT,ARI,y,both,y,y,y,2013
BOS201304080,BAL,BOS,BOS07,20130408,0,2:07PM,day,,,true,,162,37008,unknown,unknown,unknown,59,fromlf,8,shalm701,,,hicke901,blasc901,joycj901,wolfj901,,,buchc001,chenw001,hanrj001,regular,1,3,BOS,BAL,y,both,y,y,y,2013
CHN201304080,MIL,CHN,CHI11,20130408,0,1:26PM,day,,,false,,204,40083,unknown,unknown,cloudy,60,torf,24,frisd701,,,wendh902,porta901,laynj901,gibsg901,,,estrm001,jacke001,hendj001,regular,7,4,MIL,CHN,y,both,y,y,y,2013
CLE201304080,NYA,CLE,CLE08,20130408,0,4:09PM,day,,,true,,230,41567,unknown,unknown,unknown,68,tocf,12,maveb701,,,hudsm901,bakej902,mcclt901,mealj901,,,kuroh001,jimeu001,,regular,11,6,NYA,CLE,y,both,y,y,y,2013
KCA201304080,MIN,KCA,KAN06,20130408,0,3:13PM,day,,,true,,153,40073,unknown,unknown,overcast,73,rtol,10,boycd701,,,culbf901,welkb901,onorb901,johna901,,,sante001,corrk001,crowa001,regular,1,3,KCA,MIN,y,both,y,y,y,2013
MIA201304080,ATL,MIA,MIA02,20130408,0,7:21PM,night,,,false,,153,34439,unknown,unknown,cloudy,79,fromlf,9,jernr701,,,buckc901,ticht901,scotd901,millb901,,,mahop002,slowk001,kimbc001,regular,2,0,ATL,MIA,y,both,y,y,y,2013
PHI201304080,NYN,PHI,PHI13,20130408,0,7:08PM,night,,,false,,175,35393,unknown,unknown,cloudy,72,tocf,10,macom701,,,reynj901,hoyej901,hirsj901,davib902,,,harvm001,hallr001,,regular,7,2,NYN,PHI,y,both,y,y,y,2013
SEA201304080,HOU,SEA,SEA03,20130408,0,7:12PM,night,,,true,,160,42589,unknown,unknown,unknown,56,tolf,2,radoe701,,,randt901,gonzm901,bellw901,vanol901,,,saunj001,humbp001,wilht001,regular,0,3,SEA,HOU,y,both,y,y,y,2013
SFN201304080,COL,SFN,SFO03,20130408,0,7:16PM,night,,,false,,172,41133,unknown,unknown,sunny,58,fromrf,25,feldd701,,,wintm901,wegnm901,diazl901,timmt901,,,bumgm001,delaj001,romos001,regular,2,4,SFN,COL,y,both,y,y,y,2013
SLN201304080,CIN,SLN,STL10,20130408,0,3:18PM,day,,,false,,195,47345,unknown,unknown,unknown,78,rtol,10,muelg701,,,barkl901,carav901,nelsj901,danlk901,,,lecus001,boggm001,,regular,13,4,CIN,SLN,y,both,y,y,y,2013
TEX201304080,TBA,TEX,ARL02,20130408,0,7:06PM,night,,,true,,195,27355,unknown,unknown,unknown,73,rtol,21,ruddw701,,,fostm901,barrs901,welkt901,everm901,,,ogana001,hellj001,nathj001,regular,4,5,TEX,TBA,y,both,y,y,y,2013
