gid,visteam,hometeam,site,date,number,starttime,daynight,innings,tiebreaker,usedh,htbf,timeofgame,attendance,fieldcond,precip,sky,temp,winddir,windspeed,oscorer,forfeit,suspend,umphome,ump1b,ump2b,ump3b,umplf,umprf,wp,lp,save,gametype,vruns,hruns,wteam,lteam,line,batteries,lineups,box,pbp,season
CLE201305010,PHI,CLE,CLE08,20130501,0,7:06PM,night,,,true,,184,12730,unknown,unknown,sunny,68,fromrf,9,maveb701,,,reynj901,hoyej901,hirsj901,davib902,,,bauet001,lee-c003,,regular,0,6,CLE,PHI,y,both,y,y,y,2013
DET201305010,MIN,DET,DET05,20130501,0,1:08PM,day,,,true,,174,36028,unknown,unknown,sunny,73,fromcf,8,klonc701,,,kellj901,coope901,schrp901,fairc901,,,diams001,sanca004,,regular,6,2,MIN,DET,y,both,y,y,y,2013
KCA201305010,TBA,KCA,KAN06,20130501,0,7:11PM,night,,,true,,196,11514,unknown,unknown,overcast,66,ltor,17,boycd701,,,barrt901,marqa901,dimum901,belld901,,,chenb001,mcgej001,hollg001,regular,8,9,KCA,TBA,y,both,y,y,y,2013
LAN201305010,COL,LAN,LOS03,20130501,0,7:12PM,night,,,false,,234,32848,unknown,unknown,sunny,70,torf,7,hartd701,,,vanol901,randt901,gonzm901,bellw901,,,outmj001,beckj002,,regular,7,3,COL,LAN,y,both,y,y,y,2013
MIA201305010,NYN,MIA,MIA02,20130501,0,12:40PM,day,,,false,,184,16188,dry,none,dome,75,unknown,0,mccac701,,,hudsm901,bakej902,mcclt901,mealj901,,,gee-d001,ramoa001,parnb001,regular,7,6,NYN,MIA,y,both,y,y,y,2013
MIL201305010,PIT,MIL,MIL06,20130501,0,12:10PM,day,,,false,,196,26079,unknown,unknown,sunny,80,rtol,10,odrit701,,,welkt901,everm901,fostm901,barrs901,,,morrb002,axfoj001,grilj001,regular,6,4,PIT,MIL,y,both,y,y,y,2013
NYA201305010,HOU,NYA,NYC21,20130501,0,7:08PM,night,,,true,,188,34117,unknown,unknown,sunny,61,fromrf,11,karph701,,,blasc901,joycj901,hicke901,wolfj901,,,logab001,clemp002,rivem002,regular,4,5,NYA,HOU,y,both,y,y,y,2013
OAK201305010,ANA,OAK,OAK01,20130501,0,12:38PM,day,,,true,,215,17139,unknown,unknown,sunny,79,fromlf,10,santa701,,,cedeg901,barkl901,danlk901,carav901,,,wilsc004,milot001,friee001,regular,5,4,ANA,OAK,y,both,y,y,y,2013
SEA201305010,BAL,SEA,SEA03,20130501,0,7:10PM,night,,,true,,172,12947,unknown,unknown,sunny,61,fromlf,4,radoe701,,,wendh902,estam901,porta901,gibsg901,,,haraa001,chenw001,,regular,3,8,SEA,BAL,y,both,y,y,y,2013
SLN201305010,CIN,SLN,STL10,20130501,0,12:47PM,day,,,false,,157,39821,unknown,unknown,sunny,81,rtol,2,muelg701,,,eddid901,tumpj901,nauep901,herna901,,,lynnl001,bailh001,mujie001,regular,2,4,SLN,CIN,y,both,y,y,y,2013
TEX201305010,CHA,TEX,ARL02,20130501,0,7:06PM,night,,,true,,176,34677,unknown,unknown,sunny,81,fromcf,6,wells701,,,culbf901,welkb901,westj901,johna901,,,salec001,tepen001,reeda001,regular,5,2,CHA,TEX,y,both,y,y,y,2013
TOR201305010,BOS,TOR,TOR02,20130501,0,7:07PM,night,,,true,,172,21094,dry,none,dome,68,unknown,0,uttes701,,,drecb901,darlg901,emmep901,fagac901,,,buchc001,buehm001,,regular,10,1,BOS,TOR,y,both,y,y,y,2013
ANA201305020,BAL,ANA,ANA01,20130502,0,7:10PM,night,,,true,,148,35118,unknown,unknown,sunny,88,torf,5,munse701,,,randt901,gonzm901,bellw901,vanol901,,,tillc001,blanj001,,regular,5,1,BAL,ANA,y,both,y,y,y,2013
ATL201305020,WAS,ATL,ATL02,20130502,0,7:11PM,night,,,false,,146,19806,unknown,unknown,unknown,65,fromcf,15,stamm701,,,wegnm901,diazl901,timmt901,wintm901,,,hared001,medlk001,sorir001,regular,3,1,WAS,ATL,y,both,y,y,y,2013
CHN201305020,SDN,CHN,CHI11,20130502,0,1:20PM,day,,,false,,170,32865,unknown,unknown,cloudy,45,fromcf,19,frisd701,,,iassd901,carlm901,davig901,knigb901,,,thatj001,woodt004,streh001,regular,4,2,SDN,CHN,y,both,y,y,y,2013
HOU201305020,DET,HOU,HOU03,20130502,0,7:10PM,night,,,true,,290,16624,dry,none,dome,73,unknown,0,porzg701,,,everm901,fostm901,barrs901,welkt901,,,putkl001,keucd001,,regular,7,3,DET,HOU,y,both,y,y,y,2013
MIL201305020,SLN,MIL,MIL06,20130502,0,7:11PM,night,,,false,,198,22204,dry,none,dome,66,unknown,0,odrit701,,,ticht901,scotd901,millb901,buckc901,,,westj001,peraw001,mujie001,regular,6,5,SLN,MIL,y,both,y,y,y,2013
PHI201305020,MIA,PHI,PHI13,20130502,0,7:07PM,night,,,false,,168,36978,unknown,unknown,sunny,71,tolf,8,macom701,,,coope901,schrp901,fairc901,kellj901,,,kendk001,sanaa001,,regular,2,7,PHI,MIA,y,both,y,y,y,2013
TEX201305020,CHA,TEX,ARL02,20130502,0,7:07PM,night,,,true,,173,31199,unknown,unknown,overcast,44,unknown,12,wells701,,,welkb901,westj901,johna901,culbf901,,,santh001,grimj002,reeda001,regular,3,1,CHA,TEX,y,both,y,y,y,2013
TOR201305020,BOS,TOR,TOR02,20130502,0,7:07PM,night,,,true,,202,25851,unknown,unknown,sunny,60,fromrf,14,uttes701,,,darlg901,emmep901,fagac901,drecb901,,,dempr002,happj001,hanrj001,regular,3,1,BOS,TOR,y,both,y,y,y,2013
ANA201305030,BAL,ANA,ANA01,20130503,0,7:08PM,night,,,true,,135,40140,unknown,unknown,cloudy,83,tolf,6,munse701,,,gonzm901,bellw901,vanol901,randt901,,,vargj001,gonzm003,,regular,0,4,ANA,BAL,y,both,y,y,y,2013
ATL201305030,NYN,ATL,ATL02,20130503,0,7:35PM,night,,,false,,209,30871,unknown,unknown,unknown,63,rtol,13,wilkj701,,,tumpj901,nauep901,herna901,eddid901,,,parnb001,waldj001,famij001,regular,7,5,NYN,ATL,y,both,y,y,y,2013
CHN201305030,CIN,CHN,CHI11,20130503,0,1:21PM,day,,,false,,209,32579,unknown,unknown,unknown,41,fromlf,12,frisd701,,,estam901,porta901,gibsg901,wendh902,,,leakm001,villc001,hoovj002,regular,6,5,CIN,CHN,y,both,y,y,y,2013
CLE201305030,MIN,CLE,CLE08,20130503,0,7:05PM,night,,,true,,206,20200,unknown,unknown,sunny,76,rtol,16,brosc701,,,diazl901,timmt901,wintm901,wegnm901,,,perec002,fienc001,,regular,6,7,CLE,MIN,y,both,y,y,y,2013
COL201305030,TBA,COL,DEN02,20130503,0,6:40PM,night,,,false,,215,30255,unknown,unknown,cloudy,57,fromrf,8,platd701,,,emmep901,fagac901,drecb901,darlg901,,,farnk001,belim001,rodnf001,regular,7,4,TBA,COL,y,both,y,y,y,2013
HOU201305030,DET,HOU,HOU03,20130503,0,7:10PM,night,,,true,,194,16719,unknown,unknown,sunny,66,fromcf,18,wilkt701,,,fostm901,barrs901,welkt901,everm901,,,smyld001,veraj001,valvj001,regular,4,3,DET,HOU,y,both,y,y,y,2013
MIL201305030,SLN,MIL,MIL06,20130503,0,7:10PM,night,,,false,,180,40068,dry,none,dome,66,unknown,0,odrit701,,,scotd901,millb901,buckc901,ticht901,,,mills001,lohsk001,,regular,6,1,SLN,MIL,y,both,y,y,y,2013
NYA201305030,OAK,NYA,NYC21,20130503,0,7:08PM,night,,,true,,176,38090,unknown,unknown,sunny,60,rtol,11,sprej701,,,bakej902,conrc901,mealj901,hudsm901,,,grifa002,sabac001,balfg001,regular,2,0,OAK,NYA,y,both,y,y,y,2013
PHI201305030,MIA,PHI,PHI13,20130503,0,7:06PM,night,,,false,,161,36292,unknown,unknown,cloudy,63,rtol,13,macom701,,,schrp901,fairc901,kellj901,coope901,,,pettj001,nolar001,papej001,regular,1,4,PHI,MIA,y,both,y,y,y,2013
PIT201305030,WAS,PIT,PIT08,20130503,0,7:08PM,night,,,false,,165,26404,unknown,unknown,cloudy,72,ltor,15,webbb701,,,hoyej901,hirsj901,davib902,reynj901,,,burna001,detwr001,grilj001,regular,1,3,PIT,WAS,y,both,y,y,y,2013
SDN201305030,ARI,SDN,SAN02,20130503,0,7:11PM,night,,,false,,177,31223,unknown,unknown,unknown,69,torf,7,murrj701,,,dimum901,belld901,barrt901,marqa901,,,marqj001,milew001,streh001,regular,6,7,SDN,ARI,y,both,y,y,y,2013
SFN201305030,LAN,SFN,SFO03,20130503,0,7:15PM,night,,,false,,202,42113,unknown,unknown,sunny,64,tocf,8,younj701,,,westj901,johna901,culbf901,welkb901,,,romos001,belir001,,regular,1,2,SFN,LAN,y,both,y,y,y,2013
TEX201305030,BOS,TEX,ARL02,20130503,0,7:08PM,night,,,true,,184,42441,unknown,unknown,cloudy,66,tocf,9,ruddw701,,,carlm901,davig901,knigb901,iassd901,,,holld003,doubf001,,regular,0,7,TEX,BOS,y,both,y,y,y,2013
TOR201305030,SEA,TOR,TOR02,20130503,0,7:09PM,night,,,true,,137,23779,dry,none,dome,68,unknown,0,lajor701,,,joycj901,hicke901,barkl901,blasc901,,,hernf002,romer002,,regular,4,0,SEA,TOR,y,both,y,y,y,2013
ANA201305040,BAL,ANA,ANA01,20130504,0,1:08PM,day,,,true,,223,32136,unknown,unknown,sunny,70,rtol,11,munse701,,,bellw901,vanol901,randt901,gonzm901,,,huntt002,richg002,johnj010,regular,5,4,BAL,ANA,y,both,y,y,y,2013
CHN201305040,CIN,CHN,CHI11,20130504,0,12:05PM,day,,,false,,172,36455,unknown,unknown,cloudy,60,fromlf,3,frisd701,,,porta901,gibsg901,wendh902,estam901,,,ondrl001,marmc001,chapa001,regular,6,4,CIN,CHN,y,both,y,y,y,2013
CLE201305040,MIN,CLE,CLE08,20130504,0,1:06PM,day,,,true,,171,17830,unknown,unknown,cloudy,68,tocf,10,maveb701,,,timmt901,wintm901,wegnm901,diazl901,,,kazms001,corrk001,,regular,3,7,CLE,MIN,y,both,y,y,y,2013
COL201305040,TBA,COL,DEN02,20130504,0,6:12PM,night,,,false,,184,29099,unknown,unknown,unknown,54,tolf,9,platd701,,,fagac901,drecb901,darlg901,emmep901,,,garlj001,pricd001,,regular,3,9,COL,TBA,y,both,y,y,y,2013
HOU201305040,DET,HOU,HOU03,20130504,0,6:10PM,night,,,true,,193,21266,unknown,unknown,sunny,78,tocf,15,wilkt701,,,barrs901,welkt901,everm901,fostm901,,,schem001,harrl002,,regular,17,2,DET,HOU,y,both,y,y,y,2013
KCA201305040,CHA,KCA,KAN06,20130504,0,6:11PM,night,,,true,,138,19957,unknown,unknown,overcast,50,fromrf,9,utslm701,,,danlk901,muchm901,carav901,cedeg901,,,guthj001,axeld001,,regular,0,2,KCA,CHA,y,both,y,y,y,2013
MIL201305040,SLN,MIL,MIL06,20130504,0,3:06PM,day,,,false,,196,36156,dry,none,dome,70,unknown,0,seipb701,,,millb901,buckc901,ticht901,scotd901,,,manes001,hendj001,mujie001,regular,7,6,SLN,MIL,y,both,y,y,y,2013
NYA201305040,OAK,NYA,NYC21,20130504,0,1:08PM,day,,,true,,156,41349,unknown,unknown,sunny,64,rtol,14,freed701,,,mcclt901,mealj901,hudsm901,bakej902,,,hughp001,colob001,,regular,2,4,NYA,OAK,y,both,y,y,y,2013
PHI201305040,MIA,PHI,PHI13,20130504,0,7:07PM,night,,,false,,142,40091,unknown,unknown,sunny,63,rtol,9,dunnj701,,,fairc901,kellj901,coope901,schrp901,,,fernj003,hamec001,cishs001,regular,2,0,MIA,PHI,y,both,y,y,y,2013
PIT201305040,WAS,PIT,PIT08,20130504,0,4:06PM,day,,,false,,178,29975,unknown,unknown,cloudy,71,fromlf,16,patte701,,,hirsj901,davib902,reynj901,hoyej901,,,clipt001,watst001,sorir001,regular,5,4,WAS,PIT,y,both,y,y,y,2013
SDN201305040,ARI,SDN,SAN02,20130504,0,5:41PM,night,,,false,,170,31336,unknown,unknown,unknown,66,ltor,13,murrj701,,,belld901,barrt901,marqa901,dimum901,,,corbp001,richc002,,regular,8,1,ARI,SDN,y,both,y,y,y,2013
SFN201305040,LAN,SFN,SFO03,20130504,0,6:05PM,night,,,false,,251,41171,unknown,unknown,sunny,62,tocf,12,younj701,,,johna901,culbf901,welkb901,westj901,,,garcj002,leagb001,,regular,9,10,SFN,LAN,y,both,y,y,y,2013
TEX201305040,BOS,TEX,ARL02,20130504,0,7:06PM,night,,,true,,175,47173,unknown,unknown,sunny,73,rtol,10,bumpl701,,,davig901,knigb901,iassd901,carlm901,,,ogana001,lackj001,,regular,1,5,TEX,BOS,y,both,y,y,y,2013
TOR201305040,SEA,TOR,TOR02,20130504,0,1:08PM,day,,,true,,148,35754,unknown,unknown,sunny,60,fromrf,8,lajor701,,,hicke901,barkl901,blasc901,joycj901,,,iwakh001,dickr001,,regular,8,1,SEA,TOR,y,both,y,y,y,2013
ANA201305050,BAL,ANA,ANA01,20130505,0,12:38PM,day,,,true,,214,38047,unknown,unknown,overcast,65,torf,12,munse701,,,vanol901,randt901,gonzm901,bellw901,,,hammj002,willj003,odayd001,regular,8,4,BAL,ANA,y,both,y,y,y,2013
ATL201305050,NYN,ATL,ATL02,20130505,0,1:38PM,day,,,false,,185,32849,unknown,unknown,cloudy,61,ltor,1,wilkj701,,,nauep901,herna901,eddid901,tumpj901,,,hudst001,niesj001,,regular,4,9,ATL,NYN,y,both,y,y,y,2013
CHN201305050,CIN,CHN,CHI11,20130505,0,1:23PM,day,,,false,,207,33449,unknown,unknown,cloudy,58,ltor,6,frisd701,,,gibsg901,wendh902,estam901,porta901,,,latom001,jacke001,hoovj002,regular,7,4,CIN,CHN,y,both,y,y,y,2013
CLE201305050,MIN,CLE,CLE08,20130505,0,1:06PM,day,,,true,,179,14015,unknown,unknown,cloudy,66,rtol,8,brosc701,,,wintm901,wegnm901,diazl901,timmt901,,,pelfm001,klubc001,perkg001,regular,4,2,MIN,CLE,y,both,y,y,y,2013
COL201305050,TBA,COL,DEN02,20130505,0,2:10PM,day,,,false,,180,39220,unknown,unknown,overcast,55,fromcf,7,platd701,,,drecb901,darlg901,emmep901,fagac901,,,cobba001,chacj001,,regular,8,3,TBA,COL,y,both,y,y,y,2013
HOU201305050,DET,HOU,HOU03,20130505,0,3:12PM,day,,,true,,194,23228,unknown,unknown,sunny,68,fromcf,13,porzg701,,,welkt901,everm901,fostm901,barrs901,,,verlj001,humbp001,,regular,9,0,DET,HOU,y,both,y,y,y,2013
KCA201305050,CHA,KCA,KAN06,20130505,0,1:10PM,day,,,true,,216,16462,unknown,unknown,unknown,55,ltor,9,utslm701,,,muchm901,carav901,cedeg901,danlk901,,,hollg001,omogb001,,regular,5,6,KCA,CHA,y,both,y,y,y,2013
MIL201305050,SLN,MIL,MIL06,20130505,0,1:10PM,day,,,false,,192,38620,unknown,unknown,cloudy,63,torf,9,odrit701,,,buckc901,ticht901,scotd901,millb901,,,garcj004,estrm001,,regular,10,1,SLN,MIL,y,both,y,y,y,2013
NYA201305050,OAK,NYA,NYC21,20130505,0,1:08PM,day,,,true,,200,38134,unknown,unknown,sunny,58,fromrf,14,freed701,,,mealj901,hudsm901,bakej902,mcclt901,,,dools001,logab001,balfg001,regular,5,4,OAK,NYA,y,both,y,y,y,2013
PHI201305050,MIA,PHI,PHI13,20130505,0,2:36PM,day,,,false,,175,45276,unknown,unknown,sunny,62,rtol,12,dunnj701,,,kellj901,coope901,schrp901,fairc901,,,slowk001,hallr001,,regular,14,2,MIA,PHI,y,both,y,y,y,2013
PIT201305050,WAS,PIT,PIT08,20130505,0,1:38PM,day,,,false,,190,24186,unknown,unknown,cloudy,69,fromlf,14,webbb701,,,davib902,reynj901,hoyej901,hirsj901,,,gonzg003,rodrw002,,regular,6,2,WAS,PIT,y,both,y,y,y,2013
SDN201305050,ARI,SDN,SAN02,20130505,0,1:14PM,day,,,false,,172,29101,unknown,unknown,overcast,67,torf,12,murrj701,,,barrt901,marqa901,dimum901,belld901,,,volqe001,kenni001,,regular,1,5,SDN,ARI,y,both,y,y,y,2013
SFN201305050,LAN,SFN,SFO03,20130505,0,5:06PM,night,,,false,,173,41140,unknown,unknown,unknown,63,ltor,2,feldd701,,,culbf901,welkb901,westj901,johna901,,,cainm001,ryu-h001,romos001,regular,3,4,SFN,LAN,y,both,y,y,y,2013
TEX201305050,BOS,TEX,ARL02,20130505,0,2:08PM,day,,,true,,215,46228,unknown,unknown,sunny,63,tocf,8,bumpl701,,,knigb901,iassd901,carlm901,davig901,,,nathj001,mortc003,,regular,3,4,TEX,BOS,y,both,y,y,y,2013
TOR201305050,SEA,TOR,TOR02,20130505,0,1:07PM,day,,,true,,147,22937,unknown,unknown,sunny,64,tocf,9,moreh701,,,barkl901,blasc901,joycj901,hicke901,,,morrb001,saunj001,,regular,2,10,TOR,SEA,y,both,y,y,y,2013
BOS201305060,MIN,BOS,BOS07,20130506,0,7:11PM,night,,,true,,284,31088,unknown,unknown,cloudy,53,fromrf,12,scogc701,,,blasc901,nelsj901,hicke901,barkl901,,,mortc003,burtj001,,regular,5,6,BOS,MIN,y,both,y,y,y,2013
CHN201305060,TEX,CHN,CHI11,20130506,0,7:06PM,night,,,false,,188,32618,unknown,unknown,cloudy,56,fromcf,5,frisd701,,,ticht901,scotd901,millb901,buckc901,,,felds001,tepen001,,regular,2,9,CHN,TEX,y,both,y,y,y,2013
CIN201305060,ATL,CIN,CIN09,20130506,0,7:10PM,night,,,false,,201,19308,unknown,unknown,unknown,64,unknown,16,rothr701,,,wegnm901,diazl901,timmt901,wintm901,,,mahop002,arrob001,kimbc001,regular,7,4,ATL,CIN,y,both,y,y,y,2013
CLE201305060,OAK,CLE,CLE08,20130506,0,7:05PM,night,,,true,,185,9514,unknown,unknown,cloudy,56,rtol,14,maveb701,,,herna901,eddid901,tumpj901,nauep901,,,jimeu001,parkj001,,regular,3,7,CLE,OAK,y,both,y,y,y,2013
KCA201305060,CHA,KCA,KAN06,20130506,0,1:10PM,day,,,true,,194,15576,unknown,unknown,unknown,58,ltor,4,utslm701,,,carav901,cedeg901,danlk901,muchm901,,,craij001,herrk001,reeda001,regular,2,1,CHA,KCA,y,both,y,y,y,2013
LAN201305060,ARI,LAN,LOS03,20130506,0,7:11PM,night,,,false,,180,30981,unknown,unknown,cloudy,63,tocf,8,hartd701,,,darlg901,emmep901,mealj901,drecb901,,,cahit001,capuc001,,regular,9,2,ARI,LAN,y,both,y,y,y,2013
SDN201305060,MIA,SDN,SAN02,20130506,0,7:10PM,night,,,false,,143,14596,unknown,unknown,unknown,65,unknown,5,zaveb701,,,randt901,bakej902,bellw901,gonzm901,,,casha001,leblw001,,regular,0,5,SDN,MIA,y,both,y,y,y,2013
SFN201305060,PHI,SFN,SFO03,20130506,0,7:16PM,night,,,false,,160,41171,unknown,unknown,unknown,62,tocf,7,bushd701,,,marqa901,dimum901,belld901,barrt901,,,lee-c003,bumgm001,,regular,6,2,PHI,SFN,y,both,y,y,y,2013
TBA201305060,TOR,TBA,STP01,20130506,0,7:12PM,night,,,true,,211,9952,unknown,unknown,dome,72,fromcf,0,clodt701,,,everm901,fostm901,barrs901,welkt901,,,olivd001,rodnf001,jansc001,regular,8,7,TOR,TBA,y,both,y,y,y,2013
BAL201305070,KCA,BAL,BAL12,20130507,0,7:09PM,night,,,true,,151,12921,wet,drizzle,unknown,63,fromrf,12,hennj701,,,scotd901,millb901,buckc901,ticht901,,,huntt002,collt001,johnj010,regular,3,4,BAL,KCA,y,both,y,y,y,2013
BOS201305070,MIN,BOS,BOS07,20130507,0,7:10PM,night,,,true,,181,30549,unknown,unknown,cloudy,64,fromrf,14,shalm701,,,nelsj901,hicke901,barkl901,blasc901,,,diams001,dempr002,,regular,6,1,MIN,BOS,y,both,y,y,y,2013
CHN201305070,SLN,CHN,CHI11,20130507,0,7:07PM,night,,,false,,157,30161,unknown,unknown,sunny,64,fromrf,2,roseb701,,,westj901,fleta901,drakr901,holbs901,,,woodt004,lynnl001,gregk001,regular,1,2,CHN,SLN,y,both,y,y,y,2013
CIN201305070,ATL,CIN,CIN09,20130507,0,7:45PM,night,,,false,,170,25730,unknown,unknown,unknown,62,ltor,5,camem701,,,cedeg901,danlk901,muchm901,carav901,,,broxj001,kimbc001,,regular,4,5,CIN,ATL,y,both,y,y,y,2013
CLE201305070,OAK,CLE,CLE08,20130507,0,7:05PM,night,,,true,,148,9474,unknown,unknown,unknown,58,fromcf,8,brosc701,,,eddid901,tumpj901,nauep901,herna901,,,mcalz001,milot001,perec002,regular,0,1,CLE,OAK,y,both,y,y,y,2013
COL201305070,NYA,COL,DEN02,20130507,0,6:41PM,night,,,false,,167,41595,unknown,unknown,unknown,64,fromrf,9,einsd701,,,kulpr901,guccc901,cuzzp901,hallt901,,,delaj001,kuroh001,betar001,regular,0,2,COL,NYA,y,both,y,y,y,2013
HOU201305070,ANA,HOU,HOU03,20130507,0,7:11PM,night,,,true,,165,15266,unknown,unknown,sunny,85,tolf,14,blour701,,,onorb901,welkb901,johna901,culbf901,,,lylej001,wilsc004,veraj001,regular,6,7,HOU,ANA,y,both,y,y,y,2013
LAN201305070,ARI,LAN,LOS03,20130507,0,7:11PM,night,,,false,,206,33611,unknown,unknown,cloudy,63,unknown,7,munse701,,,emmep901,mealj901,drecb901,darlg901,,,hernd002,leagb001,bellh001,regular,5,3,ARI,LAN,y,both,y,y,y,2013
MIL201305070,TEX,MIL,MIL06,20130507,0,7:11PM,night,,,false,,169,22467,unknown,unknown,cloudy,72,fromlf,4,odrit701,,,diazl901,timmt901,wintm901,wegnm901,,,peraw001,grimj002,hendj001,regular,3,6,MIL,TEX,y,both,y,y,y,2013
NYN201305070,CHA,NYN,NYC20,20130507,0,7:14PM,night,,,false,,150,23394,unknown,unknown,unknown,70,rtol,9,karph701,,,iassd901,carlm901,davig901,knigb901,,,parnb001,jonen001,,regular,0,1,NYN,CHA,y,both,y,y,y,2013
PIT201305070,SEA,PIT,PIT08,20130507,0,7:07PM,night,,,false,,164,12973,wet,drizzle,unknown,65,fromlf,5,webbb701,,,coope901,schrp901,fairc901,kellj901,,,gomej002,haraa001,grilj001,regular,1,4,PIT,SEA,y,both,y,y,y,2013
SDN201305070,MIA,SDN,SAN02,20130507,0,7:10PM,night,,,false,,159,16263,unknown,unknown,cloudy,65,ltor,7,zaveb701,,,bakej902,bellw901,gonzm901,randt901,,,stule002,sanaa001,,regular,1,5,SDN,MIA,y,both,y,y,y,2013
SFN201305070,PHI,SFN,SFO03,20130507,0,7:14PM,night,,,false,,156,41226,unknown,unknown,cloudy,61,tocf,13,bushd701,,,dimum901,belld901,barrt901,marqa901,,,kendk001,linct001,,regular,6,2,PHI,SFN,y,both,y,y,y,2013
TBA201305070,TOR,TBA,STP01,20130507,0,7:10PM,night,,,true,,203,10273,unknown,unknown,dome,72,fromlf,0,mathb701,,,fostm901,barrs901,welkt901,everm901,,,delas001,peraj002,jansc001,regular,6,4,TOR,TBA,y,both,y,y,y,2013
BAL201305080,KCA,BAL,BAL12,20130508,0,7:06PM,night,,,true,,137,12344,unknown,unknown,unknown,60,tocf,2,hennj701,,,millb901,buckc901,ticht901,scotd901,,,tillc001,mendl001,johnj010,regular,3,5,BAL,KCA,y,both,y,y,y,2013
BOS201305080,MIN,BOS,BOS07,20130508,0,7:10PM,night,,,true,,222,29969,unknown,unknown,unknown,63,fromrf,17,scogc701,,,hicke901,barkl901,blasc901,nelsj901,,,presr001,websa001,,regular,15,8,MIN,BOS,y,both,y,y,y,2013
CHN201305080,SLN,CHN,CHI11,20130508,0,1:22PM,day,,,false,,173,26354,unknown,unknown,sunny,60,fromrf,9,frisd701,,,fleta901,drakr901,holbs901,westj901,,,manes001,bowdm001,mujie001,regular,5,4,SLN,CHN,y,both,y,y,y,2013
CIN201305080,ATL,CIN,CIN09,20130508,0,12:36PM,day,,,false,,184,32640,unknown,unknown,cloudy,66,torf,5,rothr701,,,danlk901,muchm901,carav901,cedeg901,,,minom001,leakm001,,regular,7,2,ATL,CIN,y,both,y,y,y,2013
CLE201305080,OAK,CLE,CLE08,20130508,0,7:05PM,night,,,true,,146,11125,unknown,unknown,unknown,64,fromcf,8,maveb701,,,tumpj901,nauep901,herna901,eddid901,,,mastj001,grifa002,perec002,regular,3,4,CLE,OAK,y,both,y,y,y,2013
COL201305080,NYA,COL,DEN02,20130508,0,6:42PM,night,,,false,,173,40148,unknown,unknown,overcast,45,tocf,3,platd701,,,guccc901,cuzzp901,hallt901,kulpr901,,,robed002,betar001,rivem002,regular,3,2,NYA,COL,y,both,y,y,y,2013
HOU201305080,ANA,HOU,HOU03,20130508,0,7:10PM,night,,,true,,150,12906,unknown,unknown,cloudy,78,tolf,9,porzg701,,,welkb901,johna901,culbf901,onorb901,,,norrb001,blanj001,veraj001,regular,1,3,HOU,ANA,y,both,y,y,y,2013
LAN201305080,ARI,LAN,LOS03,20130508,0,7:10PM,night,,,false,,155,31512,unknown,unknown,unknown,64,ltor,10,hartd701,,,mealj901,drecb901,darlg901,emmep901,,,milew001,jansk001,bellh001,regular,3,2,ARI,LAN,y,both,y,y,y,2013
MIL201305080,TEX,MIL,MIL06,20130508,0,7:10PM,night,,,false,,175,22616,unknown,unknown,sunny,71,fromcf,9,odrit701,,,timmt901,wintm901,wegnm901,diazl901,,,holld003,lohsk001,nathj001,regular,4,1,TEX,MIL,y,both,y,y,y,2013
NYN201305080,CHA,NYN,NYC20,20130508,0,7:11PM,night,,,false,,189,21470,unknown,unknown,unknown,62,rtol,10,karph701,,,carlm901,davig901,knigb901,iassd901,,,peavj001,hefnj001,,regular,6,3,CHA,NYN,y,both,y,y,y,2013
PIT201305080,SEA,PIT,PIT08,20130508,0,12:37PM,day,,,false,,168,18877,unknown,unknown,cloudy,67,fromlf,5,krizt701,,,schrp901,fairc901,kellj901,coope901,,,hernf002,burna001,wilht001,regular,2,1,SEA,PIT,y,both,y,y,y,2013
SDN201305080,MIA,SDN,SAN02,20130508,0,12:44PM,day,,,false,,141,16730,unknown,unknown,cloudy,68,ltor,7,zaveb701,,,bellw901,gonzm901,randt901,bakej902,,,marqj001,nolar001,streh001,regular,0,1,SDN,MIA,y,both,y,y,y,2013
SFN201305080,PHI,SFN,SFO03,20130508,0,12:45PM,day,,,false,,201,41048,unknown,unknown,overcast,62,tocf,12,bushd701,,,belld901,barrt901,marqa901,dimum901,,,lopej002,basta001,,regular,3,4,SFN,PHI,y,both,y,y,y,2013
TBA201305080,TOR,TBA,STP01,20130508,0,7:10PM,night,,,true,,203,11075,unknown,unknown,dome,72,fromcf,0,mathb701,,,barrs901,welkt901,everm901,fostm901,,,moorm003,romer002,,regular,4,10,TBA,TOR,y,both,y,y,y,2013
WAS201305080,DET,WAS,WAS11,20130508,0,8:02PM,night,,,false,,167,34893,unknown,unknown,unknown,59,tocf,5,tritb701,,,wendh902,laynj901,porta901,gibsg901,,,zimmj003,sanca004,sorir001,regular,1,3,WAS,DET,y,both,y,y,y,2013
ARI201305090,PHI,ARI,PHO01,20130509,0,6:40PM,night,,,false,,161,20000,unknown,unknown,sunny,88,torf,4,rausg701,,,muchm901,carav901,cedeg901,danlk901,,,corbp001,hamec001,bellh001,regular,1,2,ARI,PHI,y,both,y,y,y,2013
BAL201305090,KCA,BAL,BAL12,20130509,0,7:36PM,night,,,true,,145,23282,unknown,unknown,cloudy,72,torf,8,eiger701,,,buckc901,ticht901,scotd901,millb901,,,guthj001,garcf002,,regular,6,2,KCA,BAL,y,both,y,y,y,2013
