gid,visteam,hometeam,site,date,number,starttime,daynight,innings,tiebreaker,usedh,htbf,timeofgame,attendance,fieldcond,precip,sky,temp,winddir,windspeed,oscorer,forfeit,suspend,umphome,ump1b,ump2b,ump3b,umplf,umprf,wp,lp,save,gametype,vruns,hruns,wteam,lteam,line,batteries,lineups,box,pbp,season
CHN201204070,WAS,CHN,CHI11,20120407,0,12:07PM,day,,,false,,202,40102,unknown,unknown,sunny,60,rtol,7,frisd701,,,danlk901,eddid901,nauep901,demud901,,,mattr001,woodk002,rodrh002,regular,7,4,WAS,CHN,y,both,y,y,y,2012
CIN201204070,MIA,CIN,CIN09,20120407,0,7:12PM,night,,,false,,178,41662,unknown,unknown,sunny,67,ltor,5,rothr701,,,barrt901,rungb901,hudsm901,mcclt901,,,nolar001,latom001,,regular,8,3,MIA,CIN,y,both,y,y,y,2012
CLE201204070,TOR,CLE,CLE08,20120407,0,1:08PM,day,,,true,,218,18842,unknown,unknown,sunny,48,ltor,5,brosc701,,,carlm901,everm901,schrp901,welkt901,,,jansc001,sippt001,,regular,7,4,TOR,CLE,y,both,y,y,y,2012
DET201204070,BOS,DET,DET05,20120407,0,4:06PM,day,,,true,,173,44710,unknown,unknown,sunny,62,rtol,6,kleir701,,,millb901,iassd901,buckc901,scotd901,,,belod001,beckj002,,regular,0,10,DET,BOS,y,both,y,y,y,2012
HOU201204070,COL,HOU,HOU03,20120407,0,6:06PM,night,,,false,,151,23962,unknown,unknown,sunny,80,rtol,8,blour701,,,barkl901,culbf901,johna901,cedeg901,,,harrl002,moyej001,,regular,3,7,HOU,COL,y,both,y,y,y,2012
MIL201204070,SLN,MIL,MIL06,20120407,0,3:06PM,day,,,false,,171,42084,dry,none,dome,70,unknown,0,odrit701,,,diazl901,hicke901,rapue901,blasc901,,,greiz001,waina001,,regular,0,6,MIL,SLN,y,both,y,y,y,2012
NYN201204070,ATL,NYN,NYC20,20120407,0,1:10PM,day,,,false,,173,39526,unknown,unknown,sunny,55,ltor,16,karph701,,,coope901,cuzzp901,carav901,davig901,,,dickr001,jurrj001,franf001,regular,2,4,NYN,ATL,y,both,y,y,y,2012
OAK201204070,SEA,OAK,OAK01,20120407,0,6:07PM,night,,,true,,178,16612,unknown,unknown,cloudy,59,torf,9,dybdc701,,,onorb901,marqa901,fairc901,hallt901,,,hernf002,colob001,leagb001,regular,8,7,SEA,OAK,y,both,y,y,y,2012
PIT201204070,PHI,PIT,PIT08,20120407,0,7:05PM,night,,,false,,193,38885,unknown,unknown,sunny,58,tocf,13,hertb701,,,vanol901,randt901,ticht901,gormb901,,,cruzj005,blanj001,,regular,1,2,PIT,PHI,y,both,y,y,y,2012
SDN201204070,LAN,SDN,SAN02,20120407,0,5:36PM,night,,,false,,236,31909,unknown,unknown,sunny,71,ltor,9,zaveb701,,,emmep901,barrs901,darlg901,mealj901,,,cofft001,bassa001,guerj002,regular,6,5,LAN,SDN,y,both,y,y,y,2012
TBA201204070,NYA,TBA,STP01,20120407,0,7:11PM,night,,,true,,200,34078,unknown,unknown,dome,72,ltor,0,mathb701,,,holbs901,fleta901,drakr901,westj901,,,pricd001,kuroh001,rodnf001,regular,6,8,TBA,NYA,y,both,y,y,y,2012
TEX201204070,CHA,TEX,ARL02,20120407,0,7:07PM,night,,,true,,156,47867,unknown,unknown,sunny,82,fromrf,5,ruddw701,,,bellw901,wegnm901,knigb901,wintm901,,,thorm001,nathj001,santh001,regular,4,3,CHA,TEX,y,both,y,y,y,2012
ANA201204080,KCA,ANA,ANA01,20120408,0,12:37PM,day,,,true,,195,32227,unknown,unknown,sunny,80,tocf,7,munse701,,,wendh902,belld901,laynj901,davib902,,,sancj002,sante001,broxj001,regular,7,3,KCA,ANA,y,both,y,y,y,2012
ARI201204080,SFN,ARI,PHO01,20120408,0,1:11PM,day,,,false,,188,24193,unknown,unknown,overcast,83,unknown,6,johnr701,,,dimum901,hoyej901,joycj901,reynj901,,,milew001,affej001,shawb001,regular,6,7,ARI,SFN,y,both,y,y,y,2012
BAL201204080,MIN,BAL,BAL12,20120408,0,1:36PM,day,,,true,,134,14738,unknown,unknown,sunny,68,ltor,7,jacom701,,,welkb901,guccc901,tscht901,nelsj901,,,hammj002,swara001,johnj010,regular,1,3,BAL,MIN,y,both,y,y,y,2012
CHN201204080,WAS,CHN,CHI11,20120408,0,1:20PM,day,,,false,,142,31973,unknown,unknown,sunny,60,ltor,16,speaa701,,,eddid901,nauep901,demud901,danlk901,,,samaj001,zimmj003,marmc001,regular,3,4,CHN,WAS,y,both,y,y,y,2012
CIN201204080,MIA,CIN,CIN09,20120408,0,1:10PM,day,,,false,,157,23539,unknown,unknown,sunny,61,tocf,11,rothr701,,,rungb901,hudsm901,mcclt901,barrt901,,,chapa001,bellh001,,regular,5,6,CIN,MIA,y,both,y,y,y,2012
CLE201204080,TOR,CLE,CLE08,20120408,0,1:05PM,day,,,true,,171,10518,unknown,unknown,overcast,51,ltor,17,maveb701,,,everm901,schrp901,welkt901,carlm901,,,lowed001,carrj002,perec002,regular,3,4,CLE,TOR,y,both,y,y,y,2012
DET201204080,BOS,DET,DET05,20120408,0,1:06PM,day,,,true,,285,30788,unknown,unknown,sunny,58,tolf,15,marod701,,,iassd901,buckc901,scotd901,millb901,,,belod001,melam001,,regular,12,13,DET,BOS,y,both,y,y,y,2012
HOU201204080,COL,HOU,HOU03,20120408,0,1:06PM,day,,,false,,165,14195,dry,none,dome,72,unknown,0,mclei701,,,culbf901,johna901,cedeg901,barkl901,,,lopew001,brotr001,myerb001,regular,2,3,HOU,COL,y,both,y,y,y,2012
MIL201204080,SLN,MIL,MIL06,20120408,0,1:10PM,day,,,false,,188,33211,dry,none,dome,70,unknown,0,odrit701,,,hicke901,rapue901,blasc901,diazl901,,,lynnl001,wolfr001,,regular,9,3,SLN,MIL,y,both,y,y,y,2012
NYN201204080,ATL,NYN,NYC20,20120408,0,1:09PM,day,,,false,,166,27855,unknown,unknown,cloudy,59,ltor,19,karph701,,,cuzzp901,carav901,davig901,coope901,,,niesj001,minom001,franf001,regular,5,7,NYN,ATL,y,both,y,y,y,2012
PIT201204080,PHI,PIT,PIT08,20120408,0,1:35PM,day,,,false,,180,19856,unknown,unknown,unknown,58,tolf,16,patte701,,,randt901,ticht901,gormb901,vanol901,,,hanrj001,hernd003,,regular,4,5,PIT,PHI,y,both,y,y,y,2012
SDN201204080,LAN,SDN,SAN02,20120408,0,1:06PM,day,,,false,,167,19021,unknown,unknown,cloudy,72,ltor,10,murrj701,,,barrs901,darlg901,mealj901,emmep901,,,richc002,haraa001,,regular,4,8,SDN,LAN,y,both,y,y,y,2012
TBA201204080,NYA,TBA,STP01,20120408,0,1:41PM,day,,,true,,181,30413,unknown,unknown,dome,72,ltor,0,mathb701,,,fleta901,drakr901,westj901,holbs901,,,hellj001,hughp001,rodnf001,regular,0,3,TBA,NYA,y,both,y,y,y,2012
TEX201204080,CHA,TEX,ARL02,20120408,0,7:07PM,night,,,true,,170,45368,unknown,unknown,overcast,65,fromlf,5,wells701,,,wegnm901,knigb901,wintm901,bellw901,,,harrm001,floyg001,,regular,0,5,TEX,CHA,y,both,y,y,y,2012
BAL201204090,NYA,BAL,BAL12,20120409,0,7:07PM,night,,,true,,186,25478,unknown,unknown,unknown,65,ltor,9,hennj701,,,schrp901,welkt901,diazl901,everm901,,,novai001,matub001,,regular,6,2,NYA,BAL,y,both,y,y,y,2012
CHN201204090,MIL,CHN,CHI11,20120409,0,6:10PM,night,,,false,,202,38136,unknown,unknown,cloudy,57,ltor,14,roseb701,,,johna901,cedeg901,barkl901,culbf901,,,marcs001,camps002,axfoj001,regular,7,5,MIL,CHN,y,both,y,y,y,2012
CIN201204090,SLN,CIN,CIN09,20120409,0,7:10PM,night,,,false,,164,16909,unknown,unknown,sunny,64,ltor,22,rothr701,,,buckc901,scotd901,millb901,campa902,,,westj001,bailh001,,regular,7,1,SLN,CIN,y,both,y,y,y,2012
CLE201204090,CHA,CLE,CLE08,20120409,0,7:05PM,night,,,true,,162,9473,unknown,unknown,sunny,56,ltor,15,maveb701,,,carav901,davig901,gibsg901,cuzzp901,,,salec001,tomlj001,santh001,regular,4,2,CHA,CLE,y,both,y,y,y,2012
COL201204090,SFN,COL,DEN02,20120409,0,2:10PM,day,,,false,,172,49282,unknown,unknown,sunny,66,fromcf,12,platd701,,,cousd901,davib902,kulpr901,wolfj901,,,zitob001,chacj001,,regular,7,0,SFN,COL,y,both,y,y,y,2012
HOU201204090,ATL,HOU,HOU03,20120409,0,7:06PM,night,,,false,,166,17095,unknown,unknown,cloudy,79,tocf,4,wilkt701,,,darlg901,mealj901,holbs901,emmep901,,,happj001,beacb001,,regular,3,8,HOU,ATL,y,both,y,y,y,2012
MIN201204090,ANA,MIN,MIN04,20120409,0,3:18PM,day,,,true,,170,39414,unknown,unknown,cloudy,45,ltor,20,wongg701,,,marqa901,fairc901,hallt901,onorb901,,,wilsc004,blacn001,,regular,5,1,ANA,MIN,y,both,y,y,y,2012
NYN201204090,WAS,NYN,NYC20,20120409,0,7:11PM,night,,,false,,198,23970,unknown,unknown,unknown,61,torf,19,sprej701,,,ticht901,gormb901,vanol901,randt901,,,raucj001,rodrh002,,regular,3,4,NYN,WAS,y,both,y,y,y,2012
OAK201204090,KCA,OAK,OAK01,20120409,0,7:08PM,night,,,true,,154,10054,unknown,unknown,unknown,55,rtol,5,ducam701,,,hoyej901,joycj901,reynj901,dimum901,,,milot001,mendl001,balfg001,regular,0,1,OAK,KCA,y,both,y,y,y,2012
PHI201204090,MIA,PHI,PHI13,20120409,0,1:09PM,day,,,false,,159,45574,unknown,unknown,cloudy,62,ltor,22,macom701,,,guccc901,tscht901,nelsj901,welkb901,,,sanca004,hamec001,,regular,6,2,MIA,PHI,y,both,y,y,y,2012
TEX201204090,SEA,TEX,ARL02,20120409,0,7:05PM,night,,,true,,192,42003,unknown,unknown,unknown,75,fromrf,2,porzg701,,,nauep901,demud901,danlk901,eddid901,,,darvy001,noesh001,,regular,5,11,TEX,SEA,y,both,y,y,y,2012
TOR201204090,BOS,TOR,TOR02,20120409,0,7:30PM,night,,,true,,182,48473,dry,none,dome,68,unknown,0,uttes701,,,hudsm901,mcclt901,barrt901,rungb901,,,atchs001,sants001,aceva001,regular,4,2,BOS,TOR,y,both,y,y,y,2012
BAL201204100,NYA,BAL,BAL12,20120410,0,7:06PM,night,,,true,,278,24659,unknown,unknown,sunny,62,ltor,8,jacom701,,,welkt901,diazl901,everm901,schrp901,,,rapac001,strop001,rivem002,regular,5,4,NYA,BAL,y,both,y,y,y,2012
CHN201204100,MIL,CHN,CHI11,20120410,0,7:05PM,night,,,false,,199,37265,unknown,unknown,cloudy,40,fromcf,9,frisd701,,,cedeg901,barkl901,culbf901,johna901,,,narvc001,mahop002,rodrf003,regular,7,4,MIL,CHN,y,both,y,y,y,2012
CIN201204100,SLN,CIN,CIN09,20120410,0,7:10PM,night,,,false,,153,17110,unknown,unknown,cloudy,51,tocf,18,camem701,,,scotd901,millb901,campa902,buckc901,,,lohsk001,leakm001,mottj001,regular,3,1,SLN,CIN,y,both,y,y,y,2012
DET201204100,TBA,DET,DET05,20120410,0,1:06PM,day,,,true,,155,22574,unknown,unknown,cloudy,42,tolf,16,klonc701,,,rapue901,blasc901,carlm901,hicke901,,,cokep001,mcgej001,valvj001,regular,2,5,DET,TBA,y,both,y,y,y,2012
HOU201204100,ATL,HOU,HOU03,20120410,0,7:07PM,night,,,false,,192,22036,unknown,unknown,unknown,78,tolf,9,mclei701,,,mealj901,holbs901,emmep901,darlg901,,,hanst001,weilk001,kimbc001,regular,6,4,ATL,HOU,y,both,y,y,y,2012
LAN201204100,PIT,LAN,LOS03,20120410,0,1:14PM,day,,,false,,146,56000,unknown,unknown,sunny,67,tocf,5,munse701,,,knigb901,wintm901,bellw901,wegnm901,,,jansk001,grilj001,guerj002,regular,1,2,LAN,PIT,y,both,y,y,y,2012
NYN201204100,WAS,NYN,NYC20,20120410,0,7:10PM,night,,,false,,202,26927,unknown,unknown,unknown,56,torf,17,sprej701,,,gormb901,vanol901,randt901,ticht901,,,detwr001,gee-d001,,regular,6,2,WAS,NYN,y,both,y,y,y,2012
OAK201204100,KCA,OAK,OAK01,20120410,0,7:48PM,night,,,true,,133,10670,wet,rain,unknown,55,torf,5,ducam701,,,joycj901,reynj901,dimum901,hoyej901,,,duffd001,godfg001,crowa001,regular,3,0,KCA,OAK,y,both,y,y,y,2012
SDN201204100,ARI,SDN,SAN02,20120410,0,7:06PM,night,,,false,,208,18652,unknown,unknown,cloudy,63,ltor,9,zaveb701,,,kellj901,coope901,fostm901,timmt901,,,bresc001,owinm001,putzj001,regular,4,2,ARI,SDN,y,both,y,y,y,2012
TEX201204100,SEA,TEX,ARL02,20120410,0,7:07PM,night,,,true,,143,25753,unknown,unknown,cloudy,82,fromrf,6,porzg701,,,demud901,danlk901,eddid901,nauep901,,,felin001,beavb001,nathj001,regular,0,1,TEX,SEA,y,both,y,y,y,2012
TOR201204100,BOS,TOR,TOR02,20120410,0,7:08PM,night,,,true,,199,26351,dry,none,dome,68,unknown,0,uttes701,,,mcclt901,barrt901,rungb901,hudsm901,,,drabk001,bardd001,,regular,3,7,TOR,BOS,y,both,y,y,y,2012
BAL201204110,NYA,BAL,BAL12,20120411,0,7:25PM,night,,,true,,222,22919,unknown,unknown,cloudy,53,fromlf,9,hennj701,,,diazl901,everm901,schrp901,welkt901,,,sorir001,gregk001,rivem002,regular,6,4,NYA,BAL,y,both,y,y,y,2012
CHN201204110,MIL,CHN,CHI11,20120411,0,1:22PM,day,,,false,,179,34044,unknown,unknown,sunny,44,fromcf,6,frisd701,,,barkl901,culbf901,johna901,cedeg901,,,gally001,dempr002,axfoj001,regular,2,1,MIL,CHN,y,both,y,y,y,2012
CIN201204110,SLN,CIN,CIN09,20120411,0,12:35PM,day,,,false,,176,20672,unknown,unknown,cloudy,46,fromlf,12,rothr701,,,millb901,campa902,buckc901,scotd901,,,chapa001,rzepm001,,regular,3,4,CIN,SLN,y,both,y,y,y,2012
CLE201204110,CHA,CLE,CLE08,20120411,0,12:07PM,day,,,true,,184,9072,unknown,unknown,overcast,45,fromlf,14,maveb701,,,davig901,gibsg901,cuzzp901,carav901,,,dankj001,mastj001,,regular,10,6,CHA,CLE,y,both,y,y,y,2012
COL201204110,SFN,COL,DEN02,20120411,0,6:42PM,night,,,false,,223,30337,unknown,unknown,unknown,63,tocf,2,platd701,,,davib902,kulpr901,wolfj901,cousd901,,,reynm002,motag001,chatt001,regular,8,17,COL,SFN,y,both,y,y,y,2012
DET201204110,TBA,DET,DET05,20120411,0,1:06PM,day,,,true,,168,28180,unknown,unknown,cloudy,46,torf,13,klonc701,,,blasc901,carlm901,hicke901,rapue901,,,shiej002,verlj001,rodnf001,regular,4,2,TBA,DET,y,both,y,y,y,2012
HOU201204110,ATL,HOU,HOU03,20120411,0,7:07PM,night,,,false,,201,18225,unknown,unknown,cloudy,81,tolf,13,porzg701,,,holbs901,emmep901,darlg901,mealj901,,,delgr001,rodrw002,kimbc001,regular,6,3,ATL,HOU,y,both,y,y,y,2012
LAN201204110,PIT,LAN,LOS03,20120411,0,7:10PM,night,,,false,,167,29729,unknown,unknown,cloudy,58,torf,8,munse701,,,wintm901,bellw901,wegnm901,knigb901,,,billc001,bedae001,guerj002,regular,1,4,LAN,PIT,y,both,y,y,y,2012
MIN201204110,ANA,MIN,MIN04,20120411,0,7:12PM,night,,,true,,167,31413,unknown,unknown,sunny,50,unknown,1,thors701,,,hallt901,reybd901,onorb901,marqa901,,,grayj002,takah001,cappm001,regular,5,6,MIN,ANA,y,both,y,y,y,2012
NYN201204110,WAS,NYN,NYC20,20120411,0,1:12PM,day,,,false,,216,34614,unknown,unknown,unknown,53,fromlf,8,karph701,,,vanol901,randt901,ticht901,gormb901,,,stras001,santj003,,regular,4,0,WAS,NYN,y,both,y,y,y,2012
OAK201204110,KCA,OAK,OAK01,20120411,0,12:39PM,day,,,true,,250,12390,unknown,unknown,unknown,59,fromcf,12,feldd701,,,reynj901,dimum901,hoyej901,joycj901,,,caria001,broxj001,,regular,4,5,OAK,KCA,y,both,y,y,y,2012
PHI201204110,MIA,PHI,PHI13,20120411,0,7:10PM,night,,,false,,167,45359,unknown,unknown,overcast,49,fromlf,10,bellj701,,,tscht901,nelsj901,welkb901,guccc901,,,hallr001,johnj009,,regular,1,7,PHI,MIA,y,both,y,y,y,2012
SDN201204110,ARI,SDN,SAN02,20120411,0,3:36PM,day,,,false,,178,16091,unknown,unknown,cloudy,66,ltor,7,zaveb701,,,coope901,fostm901,timmt901,kellj901,,,friee001,hernd002,streh001,regular,1,2,SDN,ARI,y,both,y,y,y,2012
TEX201204110,SEA,TEX,ARL02,20120411,0,7:07PM,night,,,true,,200,32342,unknown,unknown,cloudy,81,fromrf,20,ruddw701,,,danlk901,eddid901,nauep901,demud901,,,luetl001,nathj001,leagb001,regular,4,3,SEA,TEX,y,both,y,y,y,2012
TOR201204110,BOS,TOR,TOR02,20120411,0,12:38PM,day,,,true,,133,25285,dry,none,dome,68,unknown,0,uttes701,,,barrt901,rungb901,hudsm901,mcclt901,,,romer002,lestj001,sants001,regular,1,3,TOR,BOS,y,both,y,y,y,2012
CHN201204120,MIL,CHN,CHI11,20120412,0,1:23PM,day,,,false,,167,36311,unknown,unknown,sunny,57,rtol,7,frisd701,,,culbf901,johna901,cedeg901,barkl901,,,garzm001,greiz001,,regular,0,8,CHN,MIL,y,both,y,y,y,2012
COL201204120,SFN,COL,DEN02,20120412,0,1:09PM,day,,,false,,200,25860,unknown,unknown,cloudy,62,torf,8,einsd701,,,kulpr901,wolfj901,cousd901,davib902,,,bumgm001,moyej001,wilsb001,regular,4,2,SFN,COL,y,both,y,y,y,2012
DET201204120,TBA,DET,DET05,20120412,0,1:06PM,day,,,true,,203,30288,unknown,unknown,cloudy,54,rtol,7,klonc701,,,carlm901,hicke901,rapue901,blasc901,,,balec001,niemj001,,regular,2,7,DET,TBA,y,both,y,y,y,2012
LAN201204120,PIT,LAN,LOS03,20120412,0,7:11PM,night,,,false,,158,28328,unknown,unknown,overcast,57,ltor,9,hartd701,,,bellw901,wegnm901,knigb901,wintm901,,,capuc001,karsj001,guerj002,regular,2,3,LAN,PIT,y,both,y,y,y,2012
MIN201204120,ANA,MIN,MIN04,20120412,0,12:10PM,day,,,true,,224,31782,unknown,unknown,cloudy,56,fromcf,4,wongg701,,,reybd901,onorb901,marqa901,hallt901,,,grayj002,thomr006,cappm001,regular,9,10,MIN,ANA,y,both,y,y,y,2012
PHI201204120,MIA,PHI,PHI13,20120412,0,7:05PM,night,,,false,,140,44751,unknown,unknown,cloudy,56,fromlf,8,dunnj701,,,nelsj901,welkb901,guccc901,tscht901,,,blanj001,buehm001,papej001,regular,1,3,PHI,MIA,y,both,y,y,y,2012
SDN201204120,ARI,SDN,SAN02,20120412,0,7:06PM,night,,,false,,182,20858,unknown,unknown,cloudy,62,ltor,12,murrj701,,,fostm901,timmt901,kellj901,coope901,,,kenni001,owinm001,putzj001,regular,3,1,ARI,SDN,y,both,y,y,y,2012
TEX201204120,SEA,TEX,ARL02,20120412,0,1:08PM,day,,,true,,153,31513,unknown,unknown,cloudy,77,fromcf,26,wells701,,,eddid901,nauep901,demud901,danlk901,,,holld003,vargj001,adamm001,regular,3,5,TEX,SEA,y,both,y,y,y,2012
WAS201204120,CIN,WAS,WAS11,20120412,0,1:09PM,day,,,false,,192,40907,unknown,unknown,cloudy,56,ltor,8,vincd701,,,everm901,schrp901,welkt901,diazl901,,,stamc001,simoa001,,regular,2,3,WAS,CIN,y,both,y,y,y,2012
ATL201204130,MIL,ATL,ATL02,20120413,0,7:38PM,night,,,false,,202,50635,unknown,unknown,cloudy,69,rtol,2,wilkj701,,,welkb901,guccc901,tscht901,nelsj901,,,ventj001,rodrf003,kimbc001,regular,8,10,ATL,MIL,y,both,y,y,y,2012
BOS201204130,TBA,BOS,BOS07,20120413,0,2:09PM,day,,,true,,199,37032,unknown,unknown,cloudy,58,tolf,7,shalm701,,,randt901,ticht901,gormb901,vanol901,,,beckj002,pricd001,,regular,2,12,BOS,TBA,y,both,y,y,y,2012
CHA201204130,DET,CHA,CHI12,20120413,0,1:10PM,day,,,true,,175,38676,unknown,unknown,cloudy,64,fromrf,15,roseb701,,,johna901,cedeg901,barkl901,culbf901,,,peavj001,schem001,santh001,regular,2,5,CHA,DET,y,both,y,y,y,2012
COL201204130,ARI,COL,DEN02,20120413,0,6:41PM,night,,,false,,219,30642,unknown,unknown,overcast,58,rtol,8,einsd701,,,wegnm901,knigb901,wintm901,bellw901,,,brotr001,shawb001,betar001,regular,6,7,COL,ARI,y,both,y,y,y,2012
KCA201204130,CLE,KCA,KAN06,20120413,0,3:13PM,day,,,true,,159,40230,unknown,unknown,overcast,66,rtol,12,boycd701,,,emmep901,darlg901,mealj901,barrl901,,,lowed001,hochl001,,regular,8,3,CLE,KCA,y,both,y,y,y,2012
LAN201204130,SDN,LAN,LOS03,20120413,0,7:10PM,night,,,false,,194,31601,unknown,unknown,unknown,54,torf,14,munse701,,,campa902,buckc901,scotd901,millb901,,,jansk001,casha001,,regular,8,9,LAN,SDN,y,both,y,y,y,2012
MIA201204130,HOU,MIA,MIA02,20120413,0,7:14PM,night,,,false,,225,30169,dry,none,dome,72,unknown,0,jernr701,,,nauep901,demud901,danlk901,eddid901,,,webbr001,lyonb003,,regular,4,5,MIA,HOU,y,both,y,y,y,2012
