gid,visteam,hometeam,site,date,number,starttime,daynight,innings,tiebreaker,usedh,htbf,timeofgame,attendance,fieldcond,precip,sky,temp,winddir,windspeed,oscorer,forfeit,suspend,umphome,ump1b,ump2b,ump3b,umplf,umprf,wp,lp,save,gametype,vruns,hruns,wteam,lteam,line,batteries,lineups,box,pbp,season
KCA201005110,CLE,KCA,KAN06,20100511,0,7:10PM,night,,,true,,166,15930,unknown,unknown,sunny,64,fromrf,10,blacd701,,,welkb901,dimum901,welkt901,reynj901,,,westj001,bannb001,,regular,8,2,CLE,KCA,y,both,y,y,y,2010
MIL201005110,ATL,MIL,MIL06,20100511,0,7:10PM,night,,,false,,211,30678,dry,none,dome,65,unknown,0,odrit701,,,culbf901,fostm901,cedeg901,hicke901,,,hudst001,bushd001,,regular,11,3,ATL,MIL,y,both,y,y,y,2010
MIN201005110,CHA,MIN,MIN04,20100511,0,7:11PM,night,,,true,,159,38764,unknown,unknown,unknown,45,fromlf,10,thors701,,,kellj901,vanol901,campa902,nelsj901,,,garcf002,slowk001,jenkb001,regular,5,2,CHA,MIN,y,both,y,y,y,2010
NYN201005110,WAS,NYN,NYC20,20100511,0,7:11PM,night,,,false,,203,31606,unknown,unknown,unknown,52,tolf,12,shanb701,,,hirsj901,hoyej901,bellw901,diazl901,,,valdr002,clipt001,rodrf003,regular,6,8,NYN,WAS,y,both,y,y,y,2010
PIT201005110,CIN,PIT,PIT08,20100511,0,7:06PM,night,,,false,,160,9027,unknown,unknown,overcast,49,fromcf,9,hertb701,,,gibsg901,davig901,holbs901,knigb901,,,cuetj001,mortc002,,regular,9,0,CIN,PIT,y,both,y,y,y,2010
SFN201005110,SDN,SFN,SFO03,20100511,0,7:15PM,night,,,false,,205,33249,unknown,unknown,sunny,61,fromrf,12,bushd701,,,emmep901,darlg901,hohnb901,drecb901,,,webbr001,zitob001,bellh001,regular,3,2,SDN,SFN,y,both,y,y,y,2010
SLN201005110,HOU,SLN,STL10,20100511,0,7:16PM,night,,,false,,169,35875,unknown,unknown,sunny,72,ltor,9,smitm701,,,hudsm901,cousd901,joycj901,ticht901,,,myerb001,pennb002,lindm001,regular,6,3,HOU,SLN,y,both,y,y,y,2010
TEX201005110,OAK,TEX,ARL02,20100511,0,7:07PM,night,,,true,,248,15474,unknown,unknown,sunny,88,fromrf,20,schid701,,,timmt901,tscht901,davib902,marqa901,,,rosst001,nippd001,,regular,7,6,OAK,TEX,y,both,y,y,y,2010
ANA201005120,TBA,ANA,ANA01,20100512,0,4:08PM,day,,,true,,189,35700,unknown,unknown,sunny,70,tolf,10,munse701,,,gormb901,barrt901,randt901,nauep901,,,pricd001,weavj003,sorir001,regular,4,3,TBA,ANA,y,both,y,y,y,2010
ARI201005120,LAN,ARI,PHO01,20100512,0,6:41PM,night,,,false,,193,22714,unknown,unknown,sunny,79,torf,9,rausg701,,,rapue901,hallt901,kulpr901,barkl901,,,kuroh001,jacke001,broxj001,regular,6,3,LAN,ARI,y,both,y,y,y,2010
BAL201005120,SEA,BAL,BAL12,20100512,0,7:29PM,night,,,true,,168,11448,wet,drizzle,unknown,56,fromlf,3,jacom701,,,westj901,herna901,schrp901,drakr901,,,bergb002,rowlr002,simoa001,regular,2,5,BAL,SEA,y,both,y,y,y,2010
BOS201005120,TOR,BOS,BOS07,20100512,0,1:35PM,day,,,true,,152,37198,unknown,unknown,unknown,51,tocf,1,shalm701,,,scotd901,mealj901,wegnm901,iassd901,,,marcs001,waket001,gregk001,regular,3,2,TOR,BOS,y,both,y,y,y,2010
CHN201005120,FLO,CHN,CHI11,20100512,0,1:20PM,day,,,false,,156,38637,unknown,unknown,unknown,45,fromcf,8,frisd701,,,reilm901,coope901,millb901,fairc901,,,silvc001,volsc001,marmc001,regular,3,4,CHN,FLO,y,both,y,y,y,2010
COL201005120,PHI,COL,DEN02,20100512,0,1:10PM,day,,,false,,196,23475,unknown,unknown,overcast,40,fromcf,6,einsd701,,,guccc901,blasc901,onorb901,cuzzp901,,,beimj001,durbc001,,regular,3,4,COL,PHI,y,both,y,y,y,2010
DET201005121,NYA,DET,DET05,20100512,1,1:06PM,day,,,true,,135,27376,unknown,unknown,unknown,49,fromlf,12,marod701,,,wendh902,belld901,estam901,wintm901,,,porcr001,vazqj001,valvj001,regular,0,2,DET,NYA,y,both,y,y,y,2010
DET201005122,NYA,DET,DET05,20100512,2,7:09PM,night,,,true,,186,28514,unknown,unknown,unknown,51,ltor,6,marod701,,,rungb901,estam901,wintm901,belld901,,,hughp001,bondj001,,regular,8,0,NYA,DET,y,both,y,y,y,2010
KCA201005120,CLE,KCA,KAN06,20100512,0,7:10PM,night,,,true,,163,11803,unknown,unknown,overcast,66,fromrf,6,blacd701,,,dimum901,welkt901,reynj901,welkb901,,,carmf001,davik002,,regular,4,0,CLE,KCA,y,both,y,y,y,2010
MIL201005120,ATL,MIL,MIL06,20100512,0,12:09PM,day,,,false,,189,30175,dry,none,dome,67,unknown,0,odrit701,,,fostm901,cedeg901,hicke901,culbf901,,,lowed001,parrm001,,regular,9,2,ATL,MIL,y,both,y,y,y,2010
MIN201005120,CHA,MIN,MIN04,20100512,0,12:11PM,day,,,true,,142,38895,unknown,unknown,overcast,47,tolf,14,wongg701,,,vanol901,campa902,nelsj901,kellj901,,,pavac001,dankj001,raucj001,regular,2,3,MIN,CHA,y,both,y,y,y,2010
NYN201005120,WAS,NYN,NYC20,20100512,0,1:10PM,day,,,false,,213,33024,wet,drizzle,unknown,48,fromcf,12,karph701,,,hoyej901,bellw901,diazl901,hirsj901,,,clipt001,rodrf003,cappm001,regular,6,4,WAS,NYN,y,both,y,y,y,2010
PIT201005120,CIN,PIT,PIT08,20100512,0,12:35PM,day,,,false,,139,20064,unknown,unknown,unknown,56,tocf,6,hertb701,,,davig901,holbs901,knigb901,gibsg901,,,bailh001,dukez001,,regular,5,0,CIN,PIT,y,both,y,y,y,2010
SFN201005120,SDN,SFN,SFO03,20100512,0,7:15PM,night,,,false,,149,30924,unknown,unknown,cloudy,61,tocf,12,bushd701,,,darlg901,hohnb901,drecb901,emmep901,,,richc002,cainm001,bellh001,regular,5,2,SDN,SFN,y,both,y,y,y,2010
SLN201005120,HOU,SLN,STL10,20100512,0,7:15PM,night,,,false,,168,36342,unknown,unknown,cloudy,72,fromrf,7,smitm701,,,cousd901,joycj901,ticht901,hudsm901,,,rodrw002,lohsk001,lindm001,regular,9,6,HOU,SLN,y,both,y,y,y,2010
TEX201005120,OAK,TEX,ARL02,20100512,0,7:06PM,night,,,true,,188,26625,unknown,unknown,cloudy,83,fromrf,30,mocej701,,,tscht901,davib902,marqa901,timmt901,,,holld003,gonzg003,,regular,1,10,TEX,OAK,y,both,y,y,y,2010
BAL201005130,SEA,BAL,BAL12,20100513,0,12:36PM,day,,,true,,152,20938,unknown,unknown,overcast,56,fromrf,2,hennj701,,,herna901,schrp901,drakr901,westj901,,,hendm001,leagb001,simoa001,regular,5,6,BAL,SEA,y,both,y,y,y,2010
COL201005130,WAS,COL,DEN02,20100513,0,7:17PM,night,,,false,,195,20795,wet,rain,overcast,47,fromlf,4,einsd701,,,cedeg901,hicke901,culbf901,fostm901,,,slatd001,chacj001,,regular,14,6,WAS,COL,y,both,y,y,y,2010
DET201005130,NYA,DET,DET05,20100513,0,1:07PM,day,,,true,,158,31130,unknown,unknown,unknown,50,fromlf,16,marod701,,,estam901,wintm901,wendh902,rungb901,,,verlj001,sabac001,,regular,0,6,DET,NYA,y,both,y,y,y,2010
FLO201005130,NYN,FLO,MIA01,20100513,0,7:10PM,night,,,false,,148,16229,unknown,unknown,cloudy,81,fromcf,17,jernr701,,,campa902,nelsj901,kellj901,vanol901,,,nunel001,nievf001,,regular,1,2,FLO,NYN,y,both,y,y,y,2010
KCA201005130,CLE,KCA,KAN06,20100513,0,1:10PM,day,,,true,,166,28361,unknown,unknown,unknown,58,ltor,9,boycd701,,,welkt901,reynj901,welkb901,dimum901,,,greiz001,huffd001,sorij001,regular,4,6,KCA,CLE,y,both,y,y,y,2010
SFN201005130,SDN,SFN,SFO03,20100513,0,12:46PM,day,,,false,,126,32861,unknown,unknown,cloudy,65,tolf,12,bushd701,,,hohnb901,drecb901,emmep901,darlg901,,,latom001,sancj002,,regular,1,0,SDN,SFN,y,both,y,y,y,2010
SLN201005130,HOU,SLN,STL10,20100513,0,12:40PM,day,,,false,,138,39026,unknown,unknown,unknown,74,fromrf,4,muelg701,,,joycj901,ticht901,hudsm901,cousd901,,,norrb001,carpc002,lindm001,regular,4,1,HOU,SLN,y,both,y,y,y,2010
TEX201005130,OAK,TEX,ARL02,20100513,0,1:05PM,day,,,true,,231,27507,unknown,unknown,overcast,83,fromcf,10,wells701,,,davib902,marqa901,timmt901,tscht901,,,nippd001,baila001,,regular,1,2,TEX,OAK,y,both,y,y,y,2010
ANA201005140,OAK,ANA,ANA01,20100514,0,7:08PM,night,,,true,,125,41290,unknown,unknown,cloudy,64,tocf,10,munse701,,,onorb901,cuzzp901,barrs901,guccc901,,,saunj001,bradd002,,regular,0,4,ANA,OAK,y,both,y,y,y,2010
ATL201005140,ARI,ATL,ATL02,20100514,0,7:37PM,night,,,false,,204,30657,unknown,unknown,unknown,82,rtol,6,wilkj701,,,ticht901,hudsm901,cousd901,joycj901,,,wagnb001,qualc001,,regular,5,6,ATL,ARI,y,both,y,y,y,2010
BAL201005140,CLE,BAL,BAL12,20100514,0,8:12PM,night,,,true,,165,25902,unknown,unknown,cloudy,74,ltor,14,hennj701,,,mealj901,wegnm901,iassd901,scotd901,,,guthj001,mastj001,,regular,1,8,BAL,CLE,y,both,y,y,y,2010
CHN201005140,PIT,CHN,CHI11,20100514,0,1:21PM,day,,,false,,205,39082,unknown,unknown,sunny,64,ltor,8,frisd701,,,barrt901,randt901,nauep901,belld901,,,meeke001,zambc001,,regular,10,6,PIT,CHN,y,both,y,y,y,2010
CIN201005140,SLN,CIN,CIN09,20100514,0,7:10PM,night,,,false,,181,27568,unknown,unknown,cloudy,75,unknown,14,jonem701,,,schrp901,drakr901,westj901,herna901,,,garcj004,haraa001,franr001,regular,4,3,SLN,CIN,y,both,y,y,y,2010
DET201005140,BOS,DET,DET05,20100514,0,7:06PM,night,,,true,,177,31732,unknown,unknown,sunny,67,fromcf,21,kleir701,,,hallt901,kulpr901,barkl901,rapue901,,,buchc001,schem001,,regular,7,2,BOS,DET,y,both,y,y,y,2010
FLO201005140,NYN,FLO,MIA01,20100514,0,7:10PM,night,,,false,,167,21221,unknown,unknown,unknown,80,fromrf,18,jernr701,,,nelsj901,kellj901,vanol901,campa902,,,sanca004,pereo002,,regular,2,7,FLO,NYN,y,both,y,y,y,2010
KCA201005140,CHA,KCA,KAN06,20100514,0,7:10PM,night,,,true,,145,27816,unknown,unknown,overcast,65,fromrf,5,boycd701,,,drecb901,emmep901,reybd901,darlg901,,,hughd001,buehm001,,regular,1,6,KCA,CHA,y,both,y,y,y,2010
MIL201005140,PHI,MIL,MIL06,20100514,0,7:10PM,night,,,false,,186,41706,unknown,unknown,cloudy,67,rtol,10,odrit701,,,holbs901,knigb901,gibsg901,davig901,,,moyej001,wolfr001,,regular,9,5,PHI,MIL,y,both,y,y,y,2010
NYA201005140,MIN,NYA,NYC21,20100514,0,7:08PM,night,,,true,,191,45195,unknown,unknown,cloudy,78,tolf,13,shanb701,,,marqa901,timmt901,tscht901,davib902,,,chamj002,bakes002,,regular,4,8,NYA,MIN,y,both,y,y,y,2010
SDN201005140,LAN,SDN,SAN02,20100514,0,7:07PM,night,,,false,,206,42056,unknown,unknown,unknown,66,ltor,6,murrj701,,,coope901,millb901,fairc901,reilm901,,,weavj002,gregl001,broxj001,regular,4,3,LAN,SDN,y,both,y,y,y,2010
SFN201005140,HOU,SFN,SFO03,20100514,0,7:15PM,night,,,false,,163,38650,unknown,unknown,sunny,57,tocf,10,bushd701,,,reynj901,welkb901,dimum901,welkt901,,,wellt002,paulf001,,regular,2,8,SFN,HOU,y,both,y,y,y,2010
TBA201005140,SEA,TBA,STP01,20100514,0,7:10PM,night,,,true,,179,27856,unknown,unknown,dome,72,unknown,0,wiedl701,,,bellw901,diazl901,hirsj901,hoyej901,,,fistd001,daviw001,aardd001,regular,4,3,SEA,TBA,y,both,y,y,y,2010
TOR201005140,TEX,TOR,TOR02,20100514,0,7:08PM,night,,,true,,201,16020,unknown,unknown,sunny,70,ltor,15,uttes701,,,wintm901,wendh902,rungb901,estam901,,,roenj001,mathd001,,regular,10,16,TOR,TEX,y,both,y,y,y,2010
ANA201005150,OAK,ANA,ANA01,20100515,0,6:08PM,night,,,true,,177,41744,unknown,unknown,sunny,67,tocf,7,munse701,,,cuzzp901,barrs901,guccc901,onorb901,,,sante001,rosst001,,regular,3,12,ANA,OAK,y,both,y,y,y,2010
ATL201005150,ARI,ATL,ATL02,20100515,0,7:11PM,night,,,false,,174,32718,unknown,unknown,cloudy,82,rtol,9,wilkj701,,,hudsm901,cousd901,joycj901,ticht901,,,loper001,hanst001,,regular,11,1,ARI,ATL,y,both,y,y,y,2010
BAL201005150,CLE,BAL,BAL12,20100515,0,7:06PM,night,,,true,,173,29545,unknown,unknown,cloudy,73,ltor,3,hennj701,,,wegnm901,iassd901,scotd901,mealj901,,,talbm001,simoa001,,regular,8,2,CLE,BAL,y,both,y,y,y,2010
CHN201005150,PIT,CHN,CHI11,20100515,0,12:06PM,day,,,false,,164,41336,unknown,unknown,overcast,56,fromcf,5,frisd701,,,randt901,nauep901,gormb901,barrt901,,,mahop002,dempr002,doteo001,regular,4,3,PIT,CHN,y,both,y,y,y,2010
CIN201005150,SLN,CIN,CIN09,20100515,0,7:42PM,night,,,false,,161,41326,unknown,unknown,cloudy,73,tocf,6,rothr701,,,drakr901,westj901,herna901,schrp901,,,leakm001,waina001,cordf002,regular,3,4,CIN,SLN,y,both,y,y,y,2010
COL201005151,WAS,COL,DEN02,20100515,1,12:11PM,day,,,false,,149,29111,unknown,unknown,unknown,54,fromrf,5,platd701,,,hicke901,muchm901,fostm901,cedeg901,,,jimeu001,hernl003,,regular,2,6,COL,WAS,y,both,y,y,y,2010
COL201005152,WAS,COL,DEN02,20100515,2,6:10PM,night,,,false,,153,35258,unknown,unknown,cloudy,56,fromrf,14,einsd701,,,culbf901,fostm901,cedeg901,muchm901,,,hammj002,burns001,corpm001,regular,3,4,COL,WAS,y,both,y,y,y,2010
DET201005150,BOS,DET,DET05,20100515,0,7:07PM,night,,,true,,275,40742,unknown,unknown,cloudy,62,fromcf,7,marod701,,,kulpr901,barkl901,rapue901,hallt901,,,valvj001,delcm001,,regular,6,7,DET,BOS,y,both,y,y,y,2010
FLO201005150,NYN,FLO,MIA01,20100515,0,7:10PM,night,,,false,,177,26007,unknown,unknown,cloudy,80,fromrf,15,jernr701,,,kellj901,vanol901,campa902,nelsj901,,,roben001,mainj001,nunel001,regular,5,7,FLO,NYN,y,both,y,y,y,2010
KCA201005150,CHA,KCA,KAN06,20100515,0,7:11PM,night,,,true,,153,22192,unknown,unknown,unknown,55,fromrf,8,boycd701,,,emmep901,reybd901,darlg901,drecb901,,,peavj001,hochl001,thorm001,regular,5,4,CHA,KCA,y,both,y,y,y,2010
MIL201005150,PHI,MIL,MIL06,20100515,0,3:10PM,day,,,false,,217,43069,unknown,unknown,unknown,62,ltor,6,odrit701,,,knigb901,gibsg901,davig901,holbs901,,,blanj001,narvc001,contj002,regular,10,6,PHI,MIL,y,both,y,y,y,2010
NYA201005150,MIN,NYA,NYC21,20100515,0,1:08PM,day,,,true,,181,46347,unknown,unknown,cloudy,68,ltor,19,altmb701,,,timmt901,tscht901,davib902,marqa901,,,petta001,lirif001,,regular,1,7,NYA,MIN,y,both,y,y,y,2010
SDN201005150,LAN,SDN,SAN02,20100515,0,5:35PM,night,,,false,,160,42436,unknown,unknown,overcast,69,ltor,9,zaveb701,,,millb901,fairc901,reilm901,coope901,,,kersc001,corrk001,broxj001,regular,4,1,LAN,SDN,y,both,y,y,y,2010
SFN201005150,HOU,SFN,SFO03,20100515,0,1:11PM,day,,,false,,155,40060,unknown,unknown,unknown,60,tocf,12,santa701,,,welkb901,dimum901,welkt901,reynj901,,,linct001,oswar001,wilsb001,regular,1,2,SFN,HOU,y,both,y,y,y,2010
TBA201005150,SEA,TBA,STP01,20100515,0,4:11PM,day,,,true,,159,23627,unknown,unknown,dome,72,unknown,0,wiedl701,,,diazl901,hirsj901,hoyej901,bellw901,,,sorir001,coloj001,,regular,2,3,TBA,SEA,y,both,y,y,y,2010
TOR201005150,TEX,TOR,TOR02,20100515,0,1:08PM,day,,,true,,142,15945,dry,none,dome,68,unknown,0,uttes701,,,wendh902,rungb901,estam901,wintm901,,,romer002,felds001,,regular,0,6,TOR,TEX,y,both,y,y,y,2010
ANA201005160,OAK,ANA,ANA01,20100516,0,12:37PM,day,,,true,,126,41569,unknown,unknown,unknown,64,tocf,3,munse701,,,barrs901,guccc901,onorb901,cuzzp901,,,pinej001,cahit001,,regular,0,4,ANA,OAK,y,both,y,y,y,2010
ATL201005160,ARI,ATL,ATL02,20100516,0,1:36PM,day,,,false,,182,31758,unknown,unknown,unknown,84,rtol,10,wilkj701,,,cousd901,joycj901,ticht901,hudsm901,,,hudst001,hared001,,regular,1,13,ATL,ARI,y,both,y,y,y,2010
BAL201005160,CLE,BAL,BAL12,20100516,0,1:37PM,day,,,true,,137,29323,unknown,unknown,cloudy,72,fromlf,1,hennj701,,,iassd901,scotd901,mealj901,wegnm901,,,westj001,hendm001,,regular,5,1,CLE,BAL,y,both,y,y,y,2010
CHN201005160,PIT,CHN,CHI11,20100516,0,1:22PM,day,,,false,,156,40636,unknown,unknown,cloudy,58,fromcf,6,speaa701,,,nauep901,gormb901,barrt901,randt901,,,marss002,carrd001,marmc001,regular,3,4,CHN,PIT,y,both,y,y,y,2010
CIN201005160,SLN,CIN,CIN09,20100516,0,1:11PM,day,,,false,,161,26712,unknown,unknown,overcast,67,ltor,10,camem701,,,westj901,herna901,schrp901,drakr901,,,arrob001,pennb002,,regular,2,7,CIN,SLN,y,both,y,y,y,2010
COL201005160,WAS,COL,DEN02,20100516,0,1:10PM,day,,,false,,161,42874,unknown,unknown,sunny,60,fromrf,7,platd701,,,fostm901,hicke901,muchm901,culbf901,,,belim001,clipt001,corpm001,regular,1,2,COL,WAS,y,both,y,y,y,2010
DET201005160,BOS,DET,DET05,20100516,0,1:07PM,day,,,true,,174,35454,unknown,unknown,sunny,61,ltor,10,marod701,,,barkl901,rapue901,hallt901,kulpr901,,,galaa002,lackj001,,regular,1,5,DET,BOS,y,both,y,y,y,2010
FLO201005160,NYN,FLO,MIA01,20100516,0,1:11PM,day,,,false,,192,17977,unknown,unknown,cloudy,86,fromrf,15,jernr701,,,vanol901,campa902,nelsj901,kellj901,,,nolar001,niesj001,nunel001,regular,8,10,FLO,NYN,y,both,y,y,y,2010
KCA201005160,CHA,KCA,KAN06,20100516,0,1:10PM,day,,,true,,140,13922,unknown,unknown,overcast,57,fromrf,9,boycd701,,,reybd901,darlg901,drecb901,emmep901,,,bannb001,floyg001,sorij001,regular,3,5,KCA,CHA,y,both,y,y,y,2010
MIL201005160,PHI,MIL,MIL06,20100516,0,7:09PM,night,,,false,,197,37023,dry,none,dome,67,unknown,0,odrit701,,,gibsg901,davig901,holbs901,knigb901,,,hamec001,bushd001,romej001,regular,4,2,PHI,MIL,y,both,y,y,y,2010
NYA201005160,MIN,NYA,NYC21,20100516,0,1:08PM,day,,,true,,201,46628,unknown,unknown,cloudy,67,ltor,14,karph701,,,tscht901,davib902,marqa901,timmt901,,,blacn001,chamj002,raucj001,regular,6,3,MIN,NYA,y,both,y,y,y,2010
SDN201005160,LAN,SDN,SAN02,20100516,0,1:05PM,day,,,false,,138,42327,unknown,unknown,overcast,67,ltor,9,zaveb701,,,fairc901,reilm901,coope901,millb901,,,billc001,leblw001,broxj001,regular,1,0,LAN,SDN,y,both,y,y,y,2010
SFN201005160,HOU,SFN,SFO03,20100516,0,1:05PM,day,,,false,,131,40582,unknown,unknown,unknown,57,tolf,13,bushd701,,,dimum901,welkt901,reynj901,welkb901,,,zitob001,myerb001,wilsb001,regular,3,4,SFN,HOU,y,both,y,y,y,2010
TBA201005160,SEA,TBA,STP01,20100516,0,1:41PM,day,,,true,,160,23005,unknown,unknown,dome,72,unknown,0,mathb701,,,hirsj901,hoyej901,bellw901,diazl901,,,wheed001,lee-c003,sorir001,regular,1,2,TBA,SEA,y,both,y,y,y,2010
TOR201005160,TEX,TOR,TOR02,20100516,0,1:08PM,day,,,true,,156,25518,unknown,unknown,cloudy,57,torf,4,uttes701,,,rungb901,estam901,wintm901,wendh902,,,morrb001,lewic001,gregk001,regular,2,5,TOR,TEX,y,both,y,y,y,2010
ATL201005170,NYN,ATL,ATL02,20100517,0,7:10PM,night,,,false,,167,21086,unknown,unknown,cloudy,80,ltor,11,stamm701,,,rapue901,hallt901,kulpr901,barkl901,,,pelfm001,lowed001,rodrf003,regular,3,2,NYN,ATL,y,both,y,y,y,2010
BAL201005170,KCA,BAL,BAL12,20100517,0,7:09PM,night,,,true,,163,9299,unknown,unknown,overcast,57,tolf,2,hennj701,,,davib902,marqa901,timmt901,tscht901,,,davik002,bergb002,sorij001,regular,4,3,KCA,BAL,y,both,y,y,y,2010
CHN201005170,COL,CHN,CHI11,20100517,0,7:07PM,night,,,false,,198,35760,unknown,unknown,unknown,53,fromlf,10,roseb701,,,wolfj901,ticht901,hudsm901,cousd901,,,marss002,belim001,,regular,2,4,CHN,COL,y,both,y,y,y,2010
CIN201005170,MIL,CIN,CIN09,20100517,0,7:12PM,night,,,false,,182,12409,unknown,unknown,unknown,59,tolf,4,rothr701,,,gormb901,barrt901,randt901,nauep901,,,cuetj001,cofft001,cordf002,regular,3,6,CIN,MIL,y,both,y,y,y,2010
FLO201005170,ARI,FLO,MIA01,20100517,0,7:42PM,night,,,false,,168,10870,unknown,unknown,overcast,73,fromcf,6,mccac701,,,hoyej901,bellw901,diazl901,gonzm901,,,jacke001,volsc001,,regular,5,1,ARI,FLO,y,both,y,y,y,2010
LAN201005170,HOU,LAN,LOS03,20100517,0,7:11PM,night,,,false,,144,35282,unknown,unknown,unknown,59,tocf,1,hartd701,,,guccc901,onorb901,cuzzp901,crawj901,,,ely-j001,rodrw002,,regular,2,6,LAN,HOU,y,both,y,y,y,2010
NYA201005170,BOS,NYA,NYC21,20100517,0,7:10PM,night,,,true,,227,48271,unknown,unknown,unknown,67,rtol,9,shanb701,,,carlm901,campa902,nelsj901,vanol901,,,vazqj001,papej001,,regular,9,11,NYA,BOS,y,both,y,y,y,2010
OAK201005170,SEA,OAK,OAK01,20100517,0,7:08PM,night,,,true,,142,10051,wet,rain,unknown,56,tolf,9,santa701,,,welkt901,reynj901,welkb901,dimum901,,,gonzg003,rowlr002,,regular,4,8,OAK,SEA,y,both,y,y,y,2010
PHI201005170,PIT,PHI,PHI13,20100517,0,7:07PM,night,,,false,,158,45371,wet,drizzle,unknown,64,tocf,6,macom701,,,darlg901,drecb901,emmep901,hohnb901,,,kendk001,mortc002,,regular,2,12,PHI,PIT,y,both,y,y,y,2010
SDN201005170,SFN,SDN,SAN02,20100517,0,7:05PM,night,,,false,,177,20558,unknown,unknown,cloudy,66,ltor,8,zaveb701,,,everm901,fleta901,johna901,mcclt901,,,richc002,cainm001,bellh001,regular,1,3,SDN,SFN,y,both,y,y,y,2010
SLN201005170,WAS,SLN,STL10,20100517,0,7:14PM,night,,,false,,173,38005,unknown,unknown,unknown,56,torf,9,smitm701,,,davig901,holbs901,knigb901,gibsg901,,,lohsk001,stamc001,,regular,2,6,SLN,WAS,y,both,y,y,y,2010
TBA201005170,CLE,TBA,STP01,20100517,0,7:10PM,night,,,true,,222,18879,unknown,unknown,dome,72,unknown,0,mathb701,,,estam901,laynj901,wintm901,rungb901,,,sonna001,wrigj001,,regular,3,4,TBA,CLE,y,both,y,y,y,2010
TEX201005170,ANA,TEX,ARL02,20100517,0,7:23PM,night,,,true,,153,20210,unknown,unknown,overcast,65,fromrf,13,wells701,,,eddid901,demud901,danlk901,buckc901,,,holld003,kazms001,felin001,regular,3,4,TEX,ANA,y,both,y,y,y,2010
TOR201005170,MIN,TOR,TOR02,20100517,0,7:08PM,night,,,true,,177,13892,unknown,unknown,unknown,61,rtol,12,hobbd701,,,cedeg901,hicke901,culbf901,fostm901,,,slowk001,eveld001,,regular,8,3,MIN,TOR,y,both,y,y,y,2010
ATL201005180,NYN,ATL,ATL02,20100518,0,7:10PM,night,,,false,,166,27119,unknown,unknown,cloudy,79,ltor,11,stamm701,,,hallt901,kulpr901,barkl901,rapue901,,,wagnb001,felip002,,regular,2,3,ATL,NYN,y,both,y,y,y,2010
BAL201005180,KCA,BAL,BAL12,20100518,0,7:05PM,night,,,true,,175,9715,unknown,unknown,sunny,53,rtol,3,hennj701,,,marqa901,timmt901,tscht901,davib902,,,simoa001,bullb001,,regular,3,4,BAL,KCA,y,both,y,y,y,2010
CHN201005180,COL,CHN,CHI11,20100518,0,7:05PM,night,,,false,,196,37029,unknown,unknown,unknown,56,fromcf,10,roseb701,,,ticht901,hudsm901,cousd901,wolfj901,,,silvc001,chacj001,,regular,2,6,CHN,COL,y,both,y,y,y,2010
CIN201005180,MIL,CIN,CIN09,20100518,0,12:37PM,day,,,false,,194,17697,unknown,unknown,overcast,60,unknown,6,rothr701,,,barrt901,randt901,nauep901,gormb901,,,fishc001,hofft001,,regular,4,5,CIN,MIL,y,both,y,y,y,2010
DET201005180,CHA,DET,DET05,20100518,0,1:07PM,day,,,true,,164,28155,unknown,unknown,unknown,52,ltor,14,marod701,,,scotd901,mealj901,wegnm901,iassd901,,,garcf002,porcr001,,regular,6,2,CHA,DET,y,both,y,y,y,2010
FLO201005180,ARI,FLO,MIA01,20100518,0,1:10PM,day,,,false,,167,13289,unknown,unknown,cloudy,85,fromrf,7,clumd701,,,bellw901,diazl901,gonzm901,hoyej901,,,johnj009,buckb002,,regular,0,8,FLO,ARI,y,both,y,y,y,2010
LAN201005180,HOU,LAN,LOS03,20100518,0,7:11PM,night,,,false,,156,55662,unknown,unknown,unknown,64,tocf,5,munse701,,,onorb901,cuzzp901,crawj901,guccc901,,,kuroh001,norrb001,,regular,3,7,LAN,HOU,y,both,y,y,y,2010
NYA201005180,BOS,NYA,NYC21,20100518,0,8:04PM,night,,,true,,249,47734,wet,rain,unknown,51,fromrf,18,sprej701,,,campa902,nelsj901,vanol901,carlm901,,,bardd001,rivem002,papej001,regular,7,6,BOS,NYA,y,both,y,y,y,2010
OAK201005180,SEA,OAK,OAK01,20100518,0,7:07PM,night,,,true,,218,10512,unknown,unknown,unknown,57,torf,9,santa701,,,reynj901,welkb901,dimum901,welkt901,,,bresc001,leagb001,,regular,5,6,OAK,SEA,y,both,y,y,y,2010
PHI201005180,PIT,PHI,PHI13,20100518,0,7:07PM,night,,,false,,150,45007,wet,drizzle,unknown,52,fromrf,14,bellj701,,,drecb901,emmep901,hohnb901,darlg901,,,dukez001,hallr001,doteo001,regular,2,1,PIT,PHI,y,both,y,y,y,2010
SDN201005180,SFN,SDN,SAN02,20100518,0,7:05PM,night,,,false,,247,19565,unknown,unknown,cloudy,68,ltor,8,murrj701,,,fleta901,johna901,mcclt901,everm901,,,runzd001,ramoc001,wilsb001,regular,7,6,SFN,SDN,y,both,y,y,y,2010
SLN201005180,WAS,SLN,STL10,20100518,0,7:15PM,night,,,false,,153,36345,unknown,unknown,cloudy,68,ltor,8,smitm701,,,holbs901,knigb901,gibsg901,davig901,,,carpc002,clipt001,franr001,regular,2,3,SLN,WAS,y,both,y,y,y,2010
