gid,visteam,hometeam,site,date,number,starttime,daynight,innings,tiebreaker,usedh,htbf,timeofgame,attendance,fieldcond,precip,sky,temp,winddir,windspeed,oscorer,forfeit,suspend,umphome,ump1b,ump2b,ump3b,umplf,umprf,wp,lp,save,gametype,vruns,hruns,wteam,lteam,line,batteries,lineups,box,pbp,season
OAK201004050,SEA,OAK,OAK01,20100405,0,7:09PM,night,,,true,,167,30686,unknown,unknown,cloudy,52,torf,12,dybdc701,,,tscht901,davib902,marqa901,muchm901,,,leagb001,ziegb001,aardd001,regular,5,3,SEA,OAK,y,both,y,y,y,2010
PIT201004050,LAN,PIT,PIT08,20100405,0,1:36PM,day,,,false,,198,39024,unknown,unknown,cloudy,76,rtol,19,krizt701,,,vanol901,hirsj901,carlm901,porta901,,,dukez001,padiv001,,regular,5,11,PIT,LAN,y,both,y,y,y,2010
TEX201004050,TOR,TEX,ARL02,20100405,0,1:07PM,day,,,true,,156,50299,unknown,unknown,overcast,76,fromrf,9,wells701,,,davig901,knigb901,gibsg901,barrs901,,,franf001,frasj002,,regular,4,5,TEX,TOR,y,both,y,y,y,2010
WAS201004050,PHI,WAS,WAS11,20100405,0,1:14PM,day,,,false,,184,41290,unknown,unknown,sunny,78,torf,5,vincd701,,,laynj901,wintm901,wendh902,belld901,,,hallr001,lannj001,,regular,11,1,PHI,WAS,y,both,y,y,y,2010
ANA201004060,MIN,ANA,ANA01,20100406,0,7:08PM,night,,,true,,161,43510,unknown,unknown,sunny,65,unknown,5,munse701,,,everm901,fleta901,johna901,mcclt901,,,blacn001,saunj001,raucj001,regular,5,3,MIN,ANA,y,both,y,y,y,2010
ARI201004060,SDN,ARI,PHO01,20100406,0,6:41PM,night,,,false,,200,19177,unknown,unknown,sunny,76,fromrf,20,johnr701,,,barrt901,randt901,nauep901,gormb901,,,younc003,jacke001,bellh001,regular,6,3,SDN,ARI,y,both,y,y,y,2010
BOS201004060,NYA,BOS,BOS07,20100406,0,7:11PM,night,,,true,,228,38000,unknown,unknown,unknown,53,fromrf,12,scogc701,,,herna901,schrp901,drakr901,westj901,,,aceva001,okajh001,rivem002,regular,6,4,NYA,BOS,y,both,y,y,y,2010
HOU201004060,SFN,HOU,HOU03,20100406,0,7:05PM,night,,,false,,158,24237,unknown,unknown,cloudy,73,tocf,15,porzg701,,,timmt901,reybd901,dimum901,welkt901,,,zitob001,rodrw002,wilsb001,regular,3,0,SFN,HOU,y,both,y,y,y,2010
MIL201004060,COL,MIL,MIL06,20100406,0,7:10PM,night,,,false,,187,37344,dry,none,dome,68,unknown,0,odrit701,,,onorb901,cuzzp901,guccc901,crawj901,,,wolfr001,smitg002,hofft001,regular,5,7,MIL,COL,y,both,y,y,y,2010
OAK201004060,SEA,OAK,OAK01,20100406,0,7:08PM,night,,,true,,167,10090,unknown,unknown,cloudy,59,torf,13,dybdc701,,,davib902,marqa901,muchm901,tscht901,,,ramie003,texek001,,regular,1,2,OAK,SEA,y,both,y,y,y,2010
TBA201004060,BAL,TBA,STP01,20100406,0,7:11PM,night,,,true,,182,36973,unknown,unknown,dome,72,unknown,0,fergj701,,,demud901,danlk901,buckc901,eddid901,,,sorir001,gonzm001,,regular,3,4,TBA,BAL,y,both,y,y,y,2010
ANA201004070,MIN,ANA,ANA01,20100407,0,7:08PM,night,,,true,,158,41533,unknown,unknown,sunny,75,torf,4,franm701,,,fleta901,johna901,mcclt901,everm901,,,pavac001,sante001,raucj001,regular,4,2,MIN,ANA,y,both,y,y,y,2010
ARI201004070,SDN,ARI,PHO01,20100407,0,6:40PM,night,,,false,,174,17673,unknown,unknown,sunny,74,torf,3,johnr701,,,randt901,nauep901,gormb901,barrt901,,,boyeb001,corrk001,qualc001,regular,3,5,ARI,SDN,y,both,y,y,y,2010
ATL201004070,CHN,ATL,ATL02,20100407,0,7:12PM,night,,,false,,161,36170,unknown,unknown,cloudy,77,tocf,12,wilkj701,,,joycj901,hudsm901,wolfj901,cousd901,,,moylp001,grabj002,wagnb001,regular,2,3,ATL,CHN,y,both,y,y,y,2010
BOS201004070,NYA,BOS,BOS07,20100407,0,7:11PM,night,,,true,,201,38238,unknown,unknown,cloudy,86,torf,8,petrm701,,,schrp901,drakr901,westj901,herna901,,,parkc002,papej001,rivem002,regular,3,1,NYA,BOS,y,both,y,y,y,2010
CHA201004070,CLE,CHA,CHI12,20100407,0,7:10PM,night,,,true,,190,19514,unknown,unknown,overcast,43,torf,15,roseb701,,,hohnb901,drecb901,estam901,darlg901,,,carmf001,willr003,perec002,regular,5,3,CLE,CHA,y,both,y,y,y,2010
CIN201004070,SLN,CIN,CIN09,20100407,0,7:11PM,night,,,false,,181,28132,unknown,unknown,cloudy,72,rtol,10,rothr701,,,coope901,millb901,fairc901,reilm901,,,waina001,herrd001,franr001,regular,6,3,SLN,CIN,y,both,y,y,y,2010
HOU201004070,SFN,HOU,HOU03,20100407,0,1:04PM,day,,,false,,181,21599,dry,none,dome,73,unknown,0,blour701,,,reybd901,dimum901,welkt901,timmt901,,,affej001,gervs001,,regular,10,4,SFN,HOU,y,both,y,y,y,2010
KCA201004070,DET,KCA,KAN06,20100407,0,7:11PM,night,,,true,,213,10574,wet,rain,unknown,45,ltor,17,blacd701,,,culbf901,tillc901,barkl901,rapue901,,,farnk001,valvj001,,regular,2,3,KCA,DET,y,both,y,y,y,2010
MIL201004070,COL,MIL,MIL06,20100407,0,12:12PM,day,,,false,,196,35793,dry,none,dome,67,unknown,0,odrit701,,,cuzzp901,guccc901,crawj901,onorb901,,,cofft001,cooka002,hofft001,regular,4,5,MIL,COL,y,both,y,y,y,2010
NYN201004070,FLO,NYN,NYC20,20100407,0,7:11PM,night,,,false,,252,38863,unknown,unknown,unknown,83,tocf,18,karph701,,,diazl901,nelsj901,hoyej901,bellw901,,,nunel001,takah001,woodt003,regular,7,6,FLO,NYN,y,both,y,y,y,2010
OAK201004070,SEA,OAK,OAK01,20100407,0,7:08PM,night,,,true,,191,18194,unknown,unknown,sunny,62,tolf,10,dybdc701,,,marqa901,muchm901,tscht901,davib902,,,blevj001,lowem002,,regular,5,6,OAK,SEA,y,both,y,y,y,2010
PIT201004070,LAN,PIT,PIT08,20100407,0,7:05PM,night,,,false,,240,31061,unknown,unknown,cloudy,80,tocf,10,webbb701,,,carlm901,kulpr901,porta901,vanol901,,,donnb001,ortir002,,regular,3,4,PIT,LAN,y,both,y,y,y,2010
TBA201004070,BAL,TBA,STP01,20100407,0,7:11PM,night,,,true,,167,15220,unknown,unknown,dome,72,unknown,0,mathb701,,,danlk901,buckc901,eddid901,demud901,,,garzm001,guthj001,sorir001,regular,3,4,TBA,BAL,y,both,y,y,y,2010
TEX201004070,TOR,TEX,ARL02,20100407,0,7:07PM,night,,,true,,176,22890,unknown,unknown,sunny,67,tocf,12,mocej701,,,knigb901,gibsg901,barrs901,davig901,,,tallb001,nippd001,frasj002,regular,7,4,TOR,TEX,y,both,y,y,y,2010
WAS201004070,PHI,WAS,WAS11,20100407,0,7:07PM,night,,,false,,199,27240,unknown,unknown,cloudy,86,ltor,5,vincd701,,,wintm901,wendh902,belld901,laynj901,,,hamec001,marqj001,madsr001,regular,8,4,PHI,WAS,y,both,y,y,y,2010
ANA201004080,MIN,ANA,ANA01,20100408,0,7:07PM,night,,,true,,182,39709,unknown,unknown,sunny,74,tocf,5,munse701,,,johna901,mcclt901,everm901,fleta901,,,slowk001,pinej001,,regular,10,1,MIN,ANA,y,both,y,y,y,2010
ATL201004080,CHN,ATL,ATL02,20100408,0,7:10PM,night,,,false,,165,27443,unknown,unknown,sunny,66,ltor,11,wilkj701,,,hudsm901,wolfj901,cousd901,joycj901,,,wellr001,hanst001,marmc001,regular,2,0,CHN,ATL,y,both,y,y,y,2010
CHA201004080,CLE,CHA,CHI12,20100408,0,7:10PM,night,,,true,,239,18637,unknown,unknown,unknown,43,torf,8,frisd701,,,drecb901,estam901,darlg901,hohnb901,,,lewij003,putzj001,perec002,regular,5,3,CLE,CHA,y,both,y,y,y,2010
CIN201004080,SLN,CIN,CIN09,20100408,0,12:36PM,day,,,false,,160,13445,unknown,unknown,overcast,54,tocf,12,rothr701,,,millb901,fairc901,reilm901,coope901,,,cordf002,mottj001,,regular,1,2,CIN,SLN,y,both,y,y,y,2010
KCA201004080,DET,KCA,KAN06,20100408,0,1:10PM,day,,,true,,186,10909,unknown,unknown,sunny,54,ltor,16,blacd701,,,tillc901,barkl901,rapue901,culbf901,,,bonie002,mendl001,,regular,7,3,DET,KCA,y,both,y,y,y,2010
NYN201004080,FLO,NYN,NYC20,20100408,0,7:11PM,night,,,false,,168,25982,unknown,unknown,unknown,63,tolf,21,sprej701,,,nelsj901,hoyej901,bellw901,diazl901,,,roben001,niesj001,nunel001,regular,3,1,FLO,NYN,y,both,y,y,y,2010
OAK201004080,SEA,OAK,OAK01,20100408,0,12:37PM,day,,,true,,170,12464,unknown,unknown,sunny,58,torf,11,feldd701,,,muchm901,tscht901,davib902,marqa901,,,andeb004,fistd001,,regular,2,6,OAK,SEA,y,both,y,y,y,2010
PIT201004080,LAN,PIT,PIT08,20100408,0,12:35PM,day,,,false,,189,9352,unknown,unknown,unknown,73,fromrf,20,patte701,,,kulpr901,porta901,vanol901,carlm901,,,billc001,mahop002,,regular,10,2,LAN,PIT,y,both,y,y,y,2010
TBA201004080,BAL,TBA,STP01,20100408,0,7:10PM,night,,,true,,202,16191,unknown,unknown,dome,72,unknown,0,mathb701,,,buckc901,eddid901,demud901,danlk901,,,matub001,ekstm001,gonzm001,regular,5,4,BAL,TBA,y,both,y,y,y,2010
TEX201004080,TOR,TEX,ARL02,20100408,0,1:07PM,day,,,true,,165,14707,unknown,unknown,sunny,62,torf,10,wells701,,,gibsg901,barrs901,davig901,knigb901,,,jansc001,franf001,frasj002,regular,3,1,TOR,TEX,y,both,y,y,y,2010
WAS201004080,PHI,WAS,WAS11,20100408,0,4:36PM,day,,,false,,166,20217,unknown,unknown,cloudy,81,tolf,22,vincd701,,,wendh902,belld901,laynj901,wintm901,,,clipt001,figun001,cappm001,regular,5,6,WAS,PHI,y,both,y,y,y,2010
ANA201004090,OAK,ANA,ANA01,20100409,0,7:08PM,night,,,true,,179,40034,unknown,unknown,sunny,61,tocf,7,franm701,,,barrs901,davig901,knigb901,gibsg901,,,gonzg003,palmm001,,regular,10,4,OAK,ANA,y,both,y,y,y,2010
ARI201004090,PIT,ARI,PHO01,20100409,0,6:40PM,night,,,false,,171,21316,unknown,unknown,sunny,81,fromrf,7,rausg701,,,fairc901,reilm901,coope901,millb901,,,loper001,mortc002,,regular,1,9,ARI,PIT,y,both,y,y,y,2010
BAL201004090,TOR,BAL,BAL12,20100409,0,3:07PM,day,,,true,,174,48891,unknown,unknown,cloudy,55,rtol,12,hennj701,,,drakr901,westj901,herna901,schrp901,,,jansc001,gonzm001,gregk001,regular,7,6,TOR,BAL,y,both,y,y,y,2010
CHA201004090,MIN,CHA,CHI12,20100409,0,7:10PM,night,,,true,,223,21416,unknown,unknown,sunny,50,fromlf,6,roseb701,,,guccc901,crawj901,onorb901,cuzzp901,,,duenb001,penat003,raucj001,regular,4,3,MIN,CHA,y,both,y,y,y,2010
CIN201004090,CHN,CIN,CIN09,20100409,0,7:10PM,night,,,false,,159,24419,unknown,unknown,sunny,54,tocf,13,rothr701,,,eddid901,demud901,danlk901,buckc901,,,owinm001,carie001,cordf002,regular,4,5,CIN,CHN,y,both,y,y,y,2010
COL201004090,SDN,COL,DEN02,20100409,0,2:12PM,day,,,false,,148,49509,unknown,unknown,sunny,62,tolf,5,einsd701,,,dimum901,welkt901,timmt901,reybd901,,,delaj001,richc002,,regular,0,7,COL,SDN,y,both,y,y,y,2010
DET201004090,CLE,DET,DET05,20100409,0,1:08PM,day,,,true,,153,45010,unknown,unknown,unknown,38,tolf,17,kleir701,,,nauep901,campa902,gormb901,randt901,,,porcr001,huffd001,valvj001,regular,2,5,DET,CLE,y,both,y,y,y,2010
FLO201004090,LAN,FLO,MIA01,20100409,0,7:20PM,night,,,false,,194,40666,unknown,unknown,cloudy,81,tocf,11,jernr701,,,belld901,laynj901,wintm901,wendh902,,,kuroh001,volsc001,,regular,7,3,LAN,FLO,y,both,y,y,y,2010
HOU201004090,PHI,HOU,HOU03,20100409,0,7:06PM,night,,,false,,197,27288,unknown,unknown,overcast,67,tolf,8,wilkt701,,,mcclt901,everm901,fleta901,johna901,,,happj001,norrb001,,regular,8,0,PHI,HOU,y,both,y,y,y,2010
KCA201004090,BOS,KCA,KAN06,20100409,0,7:21PM,night,,,true,,166,21091,unknown,unknown,sunny,70,rtol,17,schus701,,,estam901,darlg901,hohnb901,drecb901,,,parrj003,bardd001,sorij001,regular,3,4,KCA,BOS,y,both,y,y,y,2010
MIL201004090,SLN,MIL,MIL06,20100409,0,7:09PM,night,,,false,,193,34018,dry,none,dome,64,unknown,0,odrit701,,,kellj901,vanol901,carlm901,nelsj901,,,reyed001,hofft001,franr001,regular,5,4,SLN,MIL,y,both,y,y,y,2010
NYN201004090,WAS,NYN,NYC20,20100409,0,7:12PM,night,,,false,,186,28055,unknown,unknown,unknown,54,fromlf,20,shanb701,,,wolfj901,cousd901,joycj901,hudsm901,,,pelfm001,batim001,,regular,2,8,NYN,WAS,y,both,y,y,y,2010
SFN201004090,ATL,SFN,SFO03,20100409,0,1:36PM,day,,,false,,241,42940,unknown,unknown,sunny,65,fromcf,9,santa701,,,tscht901,davib902,marqa901,muchm901,,,affej001,medlk001,,regular,4,5,SFN,ATL,y,both,y,y,y,2010
TBA201004090,NYA,TBA,STP01,20100409,0,7:10PM,night,,,true,,171,33221,unknown,unknown,dome,72,unknown,0,fergj701,,,hoyej901,bellw901,diazl901,carav901,,,pricd001,vazqj001,,regular,3,9,TBA,NYA,y,both,y,y,y,2010
TEX201004090,SEA,TEX,ARL02,20100409,0,7:06PM,night,,,true,,142,25271,unknown,unknown,sunny,73,rtol,12,schid701,,,barkl901,rapue901,ticht901,kulpr901,,,lewic001,vargj001,,regular,2,6,TEX,SEA,y,both,y,y,y,2010
ANA201004100,OAK,ANA,ANA01,20100410,0,6:07PM,night,,,true,,155,40249,unknown,unknown,sunny,62,tocf,6,munse701,,,davig901,knigb901,gibsg901,barrs901,,,rodnf001,bresc001,,regular,3,4,ANA,OAK,y,both,y,y,y,2010
ARI201004100,PIT,ARI,PHO01,20100410,0,5:10PM,night,,,false,,165,22400,unknown,unknown,unknown,84,torf,10,rausg701,,,reilm901,coope901,millb901,fairc901,,,dukez001,hared001,doteo001,regular,6,3,PIT,ARI,y,both,y,y,y,2010
BAL201004100,TOR,BAL,BAL12,20100410,0,7:07PM,night,,,true,,144,21148,unknown,unknown,sunny,52,torf,2,jacom701,,,westj901,herna901,schrp901,drakr901,,,eveld001,hernd002,frasj002,regular,3,0,TOR,BAL,y,both,y,y,y,2010
CHA201004100,MIN,CHA,CHI12,20100410,0,12:07PM,day,,,true,,155,28337,unknown,unknown,sunny,69,rtol,14,frisd701,,,crawj901,onorb901,cuzzp901,guccc901,,,bakes002,garcf002,raucj001,regular,2,1,MIN,CHA,y,both,y,y,y,2010
CIN201004100,CHN,CIN,CIN09,20100410,0,1:10PM,day,,,false,,152,27235,unknown,unknown,cloudy,59,unknown,4,jonem701,,,demud901,danlk901,buckc901,eddid901,,,zambc001,rhoda001,marmc001,regular,4,3,CHN,CIN,y,both,y,y,y,2010
COL201004100,SDN,COL,DEN02,20100410,0,6:12PM,night,,,false,,267,36090,unknown,unknown,cloudy,56,fromcf,5,ringt701,,,welkt901,timmt901,reybd901,dimum901,,,staut001,corpm001,bellh001,regular,5,4,SDN,COL,y,both,y,y,y,2010
DET201004100,CLE,DET,DET05,20100410,0,1:05PM,day,,,true,,181,35332,unknown,unknown,sunny,50,rtol,14,marod701,,,campa902,gormb901,randt901,nauep901,,,bondj001,talbm001,perrr001,regular,2,4,DET,CLE,y,both,y,y,y,2010
FLO201004100,LAN,FLO,MIA01,20100410,0,7:10PM,night,,,false,,209,25308,unknown,unknown,cloudy,77,fromcf,17,jernr701,,,laynj901,wintm901,wendh902,belld901,,,veraj001,sherg001,,regular,6,7,FLO,LAN,y,both,y,y,y,2010
HOU201004100,PHI,HOU,HOU03,20100410,0,6:10PM,night,,,false,,184,35138,unknown,unknown,cloudy,66,fromlf,13,mclei701,,,everm901,fleta901,johna901,mcclt901,,,moyej001,lyonb003,,regular,9,6,PHI,HOU,y,both,y,y,y,2010
KCA201004100,BOS,KCA,KAN06,20100410,0,6:11PM,night,,,true,,167,37505,unknown,unknown,sunny,74,rtol,14,schus701,,,darlg901,hohnb901,drecb901,estam901,,,beckj002,greiz001,,regular,8,3,BOS,KCA,y,both,y,y,y,2010
MIL201004100,SLN,MIL,MIL06,20100410,0,2:11PM,day,,,false,,161,42039,dry,none,dome,68,unknown,0,odrit701,,,vanol901,carlm901,nelsj901,kellj901,,,garcj004,gally001,,regular,7,1,SLN,MIL,y,both,y,y,y,2010
NYN201004100,WAS,NYN,NYC20,20100410,0,1:11PM,day,,,false,,193,33044,unknown,unknown,cloudy,52,torf,20,karph701,,,cousd901,joycj901,hudsm901,wolfj901,,,lannj001,pereo002,cappm001,regular,4,3,WAS,NYN,y,both,y,y,y,2010
SFN201004100,ATL,SFN,SFO03,20100410,0,7:07PM,night,,,false,,186,42985,unknown,unknown,overcast,57,tolf,15,santa701,,,davib902,marqa901,muchm901,tscht901,,,lowed001,wellt002,,regular,7,2,ATL,SFN,y,both,y,y,y,2010
TBA201004100,NYA,TBA,STP01,20100410,0,3:12PM,day,,,true,,200,29892,unknown,unknown,dome,72,unknown,0,fergj701,,,bellw901,diazl901,carav901,hoyej901,,,sabac001,daviw001,,regular,10,0,NYA,TBA,y,both,y,y,y,2010
TEX201004100,SEA,TEX,ARL02,20100410,0,2:10PM,day,,,true,,173,26861,unknown,unknown,cloudy,73,rtol,12,mocej701,,,rapue901,ticht901,kulpr901,barkl901,,,lowem002,franf001,aardd001,regular,4,3,SEA,TEX,y,both,y,y,y,2010
ANA201004110,OAK,ANA,ANA01,20100411,0,12:38PM,day,,,true,,168,40601,unknown,unknown,unknown,62,tocf,7,munse701,,,knigb901,gibsg901,barrs901,davig901,,,bradd002,saunj001,rosst001,regular,9,4,OAK,ANA,y,both,y,y,y,2010
ARI201004110,PIT,ARI,PHO01,20100411,0,1:10PM,day,,,false,,176,21093,unknown,unknown,sunny,87,fromrf,10,rausg701,,,coope901,millb901,fairc901,reilm901,,,jacke001,mccud001,,regular,6,15,ARI,PIT,y,both,y,y,y,2010
BAL201004110,TOR,BAL,BAL12,20100411,0,1:37PM,day,,,true,,142,22499,unknown,unknown,sunny,64,torf,5,hennj701,,,herna901,schrp901,drakr901,westj901,,,jansc001,millk004,gregk001,regular,5,2,TOR,BAL,y,both,y,y,y,2010
CHA201004110,MIN,CHA,CHI12,20100411,0,1:07PM,day,,,true,,134,25550,unknown,unknown,cloudy,54,ltor,8,roseb701,,,onorb901,cuzzp901,guccc901,crawj901,,,buehm001,blacn001,jenkb001,regular,4,5,CHA,MIN,y,both,y,y,y,2010
CIN201004110,CHN,CIN,CIN09,20100411,0,1:10PM,day,,,false,,175,26945,unknown,unknown,sunny,79,unknown,0,rothr701,,,danlk901,buckc901,eddid901,demud901,,,massn001,grabj002,cordf002,regular,1,3,CIN,CHN,y,both,y,y,y,2010
COL201004110,SDN,COL,DEN02,20100411,0,1:12PM,day,,,false,,193,39576,unknown,unknown,cloudy,63,tolf,4,einsd701,,,timmt901,reybd901,dimum901,welkt901,,,jimeu001,garlj001,moraf001,regular,2,4,COL,SDN,y,both,y,y,y,2010
DET201004110,CLE,DET,DET05,20100411,0,1:08PM,day,,,true,,208,26081,unknown,unknown,cloudy,54,unknown,0,kleir701,,,gormb901,randt901,nauep901,campa902,,,cokep001,perec002,,regular,8,9,DET,CLE,y,both,y,y,y,2010
FLO201004110,LAN,FLO,MIA01,20100411,0,1:11PM,day,,,false,,172,18758,unknown,unknown,cloudy,81,fromcf,16,jernr701,,,wintm901,wendh902,belld901,laynj901,,,hensc002,weavj002,nunel001,regular,5,6,FLO,LAN,y,both,y,y,y,2010
HOU201004110,PHI,HOU,HOU03,20100411,0,1:07PM,day,,,false,,141,28619,unknown,unknown,sunny,73,rtol,10,wilkt701,,,fleta901,johna901,mcclt901,everm901,,,hallr001,oswar001,,regular,2,1,PHI,HOU,y,both,y,y,y,2010
KCA201004110,BOS,KCA,KAN06,20100411,0,1:10PM,day,,,true,,208,19240,unknown,unknown,sunny,75,rtol,7,blacd701,,,hohnb901,drecb901,estam901,darlg901,,,buchc001,mechg001,papej001,regular,8,6,BOS,KCA,y,both,y,y,y,2010
MIL201004110,SLN,MIL,MIL06,20100411,0,7:09PM,night,,,false,,187,33294,dry,none,dome,69,unknown,0,odrit701,,,carlm901,nelsj901,kellj901,vanol901,,,hofft001,mcclk001,,regular,7,8,MIL,SLN,y,both,y,y,y,2010
NYN201004110,WAS,NYN,NYC20,20100411,0,1:11PM,day,,,false,,173,33672,unknown,unknown,cloudy,71,torf,13,karph701,,,joycj901,hudsm901,wolfj901,cousd901,,,hernl003,santj003,cappm001,regular,5,2,WAS,NYN,y,both,y,y,y,2010
SFN201004110,ATL,SFN,SFO03,20100411,0,5:14PM,night,,,false,,140,38062,unknown,unknown,cloudy,50,fromrf,15,santa701,,,marqa901,muchm901,tscht901,davib902,,,linct001,kawak001,affej001,regular,3,6,SFN,ATL,y,both,y,y,y,2010
TBA201004110,NYA,TBA,STP01,20100411,0,1:41PM,day,,,true,,193,31253,unknown,unknown,dome,72,unknown,0,mathb701,,,diazl901,carav901,hoyej901,bellw901,,,burna001,choar001,,regular,7,3,NYA,TBA,y,both,y,y,y,2010
TEX201004110,SEA,TEX,ARL02,20100411,0,2:08PM,day,,,true,,183,26846,unknown,unknown,unknown,68,rtol,12,wells701,,,ticht901,kulpr901,barkl901,rapue901,,,felds001,sneli001,,regular,2,9,TEX,SEA,y,both,y,y,y,2010
BAL201004120,TBA,BAL,BAL12,20100412,0,7:07PM,night,,,true,,171,9129,unknown,unknown,sunny,66,tolf,5,jacom701,,,reybd901,dimum901,welkt901,timmt901,,,garzm001,guthj001,,regular,5,1,TBA,BAL,y,both,y,y,y,2010
CHN201004120,MIL,CHN,CHI11,20100412,0,1:21PM,day,,,false,,179,41306,unknown,unknown,sunny,58,fromrf,12,frisd701,,,randt901,barrt901,campa902,gormb901,,,dempr002,david002,,regular,5,9,CHN,MIL,y,both,y,y,y,2010
CLE201004120,TEX,CLE,CLE08,20100412,0,3:06PM,day,,,true,,191,42061,unknown,unknown,cloudy,55,fromrf,11,maveb701,,,hudsm901,wolfj901,cousd901,joycj901,,,franf001,wrigj001,felin001,regular,4,2,TEX,CLE,y,both,y,y,y,2010
DET201004120,KCA,DET,DET05,20100412,0,1:06PM,day,,,true,,206,17058,unknown,unknown,sunny,56,fromlf,6,klonc701,,,cuzzp901,guccc901,crawj901,onorb901,,,hochl001,schem001,,regular,10,5,KCA,DET,y,both,y,y,y,2010
FLO201004120,CIN,FLO,MIA01,20100412,0,7:10PM,night,,,false,,227,10119,unknown,unknown,unknown,72,fromrf,6,clumd701,,,buckc901,kellj901,vanol901,carlm901,,,massn001,badeb001,cordf002,regular,6,5,CIN,FLO,y,both,y,y,y,2010
MIN201004120,BOS,MIN,MIN04,20100412,0,3:13PM,day,,,true,,179,38145,unknown,unknown,cloudy,65,rtol,10,wongg701,,,nelsj901,wegnm901,tscht901,danlk901,,,pavac001,lestj001,raucj001,regular,2,5,MIN,BOS,y,both,y,y,y,2010
PHI201004120,WAS,PHI,PHI13,20100412,0,3:12PM,day,,,false,,165,44791,unknown,unknown,sunny,67,fromlf,12,macom701,,,schrp901,drakr901,westj901,herna901,,,hamec001,marqj001,madsr001,regular,4,7,PHI,WAS,y,both,y,y,y,2010
SDN201004120,ATL,SDN,SAN02,20100412,0,3:37PM,day,,,false,,186,42843,unknown,unknown,cloudy,69,ltor,14,zaveb701,,,millb901,fairc901,reilm901,coope901,,,corrk001,jurrj001,,regular,2,17,SDN,ATL,y,both,y,y,y,2010
SEA201004120,OAK,SEA,SEA03,20100412,0,3:54PM,day,,,true,,140,45876,unknown,unknown,unknown,57,tocf,2,radoe701,,,scotd901,mealj901,eddid901,iassd901,,,duchj001,rowlr002,,regular,4,0,OAK,SEA,y,both,y,y,y,2010
SFN201004120,PIT,SFN,SFO03,20100412,0,7:15PM,night,,,false,,181,26011,unknown,unknown,cloudy,54,tocf,12,santa701,,,cedeg901,hicke901,culbf901,fostm901,,,zitob001,burrb001,,regular,3,9,SFN,PIT,y,both,y,y,y,2010
