gid,visteam,hometeam,site,date,number,starttime,daynight,innings,tiebreaker,usedh,htbf,timeofgame,attendance,fieldcond,precip,sky,temp,winddir,windspeed,oscorer,forfeit,suspend,umphome,ump1b,ump2b,ump3b,umplf,umprf,wp,lp,save,gametype,vruns,hruns,wteam,lteam,line,batteries,lineups,box,pbp,season
PHI201105050,WAS,PHI,PHI13,20110505,0,7:07PM,night,,,false,,176,45316,unknown,unknown,cloudy,62,ltor,10,macom701,,,hicke901,rapue901,onorb901,marqa901,,,hallr001,lannj001,,regular,3,7,PHI,WAS,y,both,y,y,y,2011
SEA201105050,TEX,SEA,SEA03,20110505,0,7:10PM,night,,,true,,146,14205,dry,none,dome,58,unknown,0,peted701,,,vanol901,randt901,belld901,gormb901,,,vargj001,lewic001,leagb001,regular,1,3,SEA,TEX,y,both,y,y,y,2011
SLN201105050,FLO,SLN,STL10,20110505,0,12:46PM,day,,,false,,156,38509,unknown,unknown,cloudy,60,rtol,11,muelg701,,,wendh902,carav901,laynj901,davib902,,,mottj001,johnj009,sance001,regular,3,6,SLN,FLO,y,both,y,y,y,2011
TBA201105050,TOR,TBA,STP01,20110505,0,1:11PM,day,,,true,,151,12682,unknown,unknown,dome,72,unknown,0,mathb701,,,westj901,herna901,schrp901,fairc901,,,pricd001,drabk001,farnk001,regular,1,3,TBA,TOR,y,both,y,y,y,2011
ANA201105060,CLE,ANA,ANA01,20110506,0,7:09PM,night,,,true,,178,36447,unknown,unknown,sunny,67,torf,9,munse701,,,demud901,danlk901,nauep901,eddid901,,,rodnf001,germj001,,regular,1,2,ANA,CLE,y,both,y,y,y,2011
BAL201105060,TBA,BAL,BAL12,20110506,0,7:07PM,night,,,true,,191,20694,unknown,unknown,unknown,71,fromrf,11,jacom701,,,carlm901,timmt901,kellj901,coope901,,,shiej002,britz001,,regular,6,2,TBA,BAL,y,both,y,y,y,2011
BOS201105060,MIN,BOS,BOS07,20110506,0,7:12PM,night,,,true,,157,37798,unknown,unknown,cloudy,66,tocf,21,shalm701,,,herna901,schrp901,fairc901,westj901,,,bakes002,waket001,,regular,9,2,MIN,BOS,y,both,y,y,y,2011
CHN201105060,CIN,CHN,CHI11,20110506,0,1:25PM,day,,,false,,190,35471,unknown,unknown,cloudy,64,ltor,11,frisd701,,,carav901,laynj901,davib902,wendh902,,,volqe001,garzm001,cordf002,regular,5,4,CIN,CHN,y,both,y,y,y,2011
FLO201105060,WAS,FLO,MIA01,20110506,0,7:11PM,night,,,false,,201,15325,unknown,unknown,cloudy,79,fromrf,7,jernr701,,,culbf901,cedeg901,barkl901,johna901,,,stord001,dunnm002,burns001,regular,3,2,WAS,FLO,y,both,y,y,y,2011
KCA201105060,OAK,KCA,KAN06,20110506,0,7:10PM,night,,,true,,142,30690,unknown,unknown,cloudy,71,rtol,15,schus701,,,cuzzp901,millb901,porta901,hoyej901,,,gonzg003,osuls001,fuenb001,regular,3,2,OAK,KCA,y,both,y,y,y,2011
NYN201105060,LAN,NYN,NYC20,20110506,0,7:12PM,night,,,false,,197,35948,unknown,unknown,cloudy,61,tolf,20,sprej701,,,rapue901,onorb901,marqa901,hicke901,,,igarr001,kuroh001,rodrf003,regular,3,6,NYN,LAN,y,both,y,y,y,2011
PHI201105060,ATL,PHI,PHI13,20110506,0,7:07PM,night,,,false,,160,45495,unknown,unknown,cloudy,67,ltor,14,dunnj701,,,barrs901,hirsj901,bellw901,diazl901,,,lowed001,lee-c003,,regular,5,0,ATL,PHI,y,both,y,y,y,2011
PIT201105060,HOU,PIT,PIT08,20110506,0,7:05PM,night,,,false,,177,12728,unknown,unknown,unknown,60,rtol,13,krizt701,,,nelsj901,fostm901,barrl901,tscht901,,,rodrw002,resoc001,melam001,regular,3,2,HOU,PIT,y,both,y,y,y,2011
SDN201105060,ARI,SDN,SAN02,20110506,0,7:06PM,night,,,false,,229,30878,unknown,unknown,sunny,66,ltor,7,zaveb701,,,cousd901,kulpr901,vanol901,wolfj901,,,qualc001,demes001,,regular,3,4,SDN,ARI,y,both,y,y,y,2011
SEA201105060,CHA,SEA,SEA03,20110506,0,7:10PM,night,,,true,,147,31912,dry,none,dome,52,unknown,0,peted701,,,muchm901,wegnm901,rippm901,wintm901,,,hernf002,thorm001,,regular,2,3,SEA,CHA,y,both,y,y,y,2011
SFN201105060,COL,SFN,SFO03,20110506,0,7:29PM,night,,,false,,171,41982,unknown,unknown,cloudy,59,tolf,13,santa701,,,randt901,belld901,joycj901,gormb901,,,wilsb001,paulf001,,regular,3,4,SFN,COL,y,both,y,y,y,2011
SLN201105060,MIL,SLN,STL10,20110506,0,7:15PM,night,,,false,,122,35552,unknown,unknown,cloudy,68,rtol,4,smitm701,,,drakr901,darlg901,drecb901,emmep901,,,garcj004,wolfr001,,regular,0,6,SLN,MIL,y,both,y,y,y,2011
TEX201105060,NYA,TEX,ARL02,20110506,0,7:07PM,night,,,true,,167,49069,unknown,unknown,sunny,86,rtol,14,wells701,,,welkt901,reynj901,dimum901,fleta901,,,novai001,harrm001,rivem002,regular,4,1,NYA,TEX,y,both,y,y,y,2011
TOR201105060,DET,TOR,TOR02,20110506,0,7:09PM,night,,,true,,172,19711,dry,none,dome,68,unknown,0,perkd701,,,scotd901,mealj901,buckc901,iassd901,,,litsj001,cokep001,franf001,regular,4,7,TOR,DET,y,both,y,y,y,2011
ANA201105070,CLE,ANA,ANA01,20110507,0,6:08PM,night,,,true,,180,37684,unknown,unknown,unknown,65,tocf,11,seebt701,,,danlk901,nauep901,eddid901,demud901,,,whita001,weavj003,perec002,regular,4,3,CLE,ANA,y,both,y,y,y,2011
BAL201105070,TBA,BAL,BAL12,20110507,0,1:11PM,day,,,true,,197,18961,unknown,unknown,cloudy,68,torf,1,hennj701,,,timmt901,kellj901,coope901,carlm901,,,hellj001,guthj001,,regular,8,2,TBA,BAL,y,both,y,y,y,2011
BOS201105070,MIN,BOS,BOS07,20110507,0,1:12PM,day,,,true,,165,37234,unknown,unknown,cloudy,69,tolf,10,petrm701,,,schrp901,fairc901,westj901,herna901,,,buchc001,duenb001,,regular,0,4,BOS,MIN,y,both,y,y,y,2011
CHN201105070,CIN,CHN,CHI11,20110507,0,12:13PM,day,,,false,,168,37666,unknown,unknown,unknown,55,fromrf,10,frisd701,,,laynj901,davib902,wendh902,carav901,,,matem001,cordf002,,regular,2,3,CHN,CIN,y,both,y,y,y,2011
FLO201105070,WAS,FLO,MIA01,20110507,0,7:10PM,night,,,false,,160,17409,unknown,unknown,cloudy,82,fromrf,10,jernr701,,,cedeg901,barkl901,johna901,culbf901,,,gorzt001,volsc001,stord001,regular,5,2,WAS,FLO,y,both,y,y,y,2011
KCA201105070,OAK,KCA,KAN06,20110507,0,6:10PM,night,,,true,,138,25828,unknown,unknown,sunny,81,rtol,2,schus701,,,millb901,porta901,hoyej901,cuzzp901,,,sorij001,mccab001,,regular,3,4,KCA,OAK,y,both,y,y,y,2011
NYN201105070,LAN,NYN,NYC20,20110507,0,7:13PM,night,,,false,,192,31464,unknown,unknown,unknown,66,torf,18,sprej701,,,onorb901,marqa901,hicke901,rapue901,,,byrdt001,macdm001,rodrf003,regular,2,4,NYN,LAN,y,both,y,y,y,2011
PHI201105070,ATL,PHI,PHI13,20110507,0,7:06PM,night,,,false,,164,45609,unknown,unknown,unknown,56,fromcf,29,bellj701,,,hirsj901,bellw901,diazl901,barrs901,,,kendk001,tehej001,madsr001,regular,0,3,PHI,ATL,y,both,y,y,y,2011
PIT201105070,HOU,PIT,PIT08,20110507,0,7:05PM,night,,,false,,152,32299,unknown,unknown,unknown,61,rtol,12,patte701,,,fostm901,barrl901,tscht901,nelsj901,,,mortc002,norrb001,,regular,1,6,PIT,HOU,y,both,y,y,y,2011
SDN201105070,ARI,SDN,SAN02,20110507,0,5:36PM,night,,,false,,142,35936,unknown,unknown,unknown,67,ltor,10,zaveb701,,,kulpr901,vanol901,wolfj901,cousd901,,,hudsd001,mosed001,,regular,6,0,ARI,SDN,y,both,y,y,y,2011
SEA201105070,CHA,SEA,SEA03,20110507,0,6:10PM,night,,,true,,158,26288,dry,none,dome,51,unknown,0,radoe701,,,wegnm901,rippm901,wintm901,muchm901,,,floyg001,fistd001,,regular,6,0,CHA,SEA,y,both,y,y,y,2011
SFN201105070,COL,SFN,SFO03,20110507,0,6:04PM,night,,,false,,180,41611,unknown,unknown,unknown,56,unknown,22,santa701,,,belld901,joycj901,gormb901,randt901,,,wilsb001,paulf001,,regular,2,3,SFN,COL,y,both,y,y,y,2011
SLN201105070,MIL,SLN,STL10,20110507,0,3:12PM,day,,,false,,149,40229,unknown,unknown,cloudy,75,unknown,12,muelg701,,,darlg901,drecb901,emmep901,drakr901,,,gally001,lohsk001,,regular,4,0,MIL,SLN,y,both,y,y,y,2011
TEX201105070,NYA,TEX,ARL02,20110507,0,7:07PM,night,,,true,,178,49574,unknown,unknown,sunny,89,fromrf,14,schid701,,,reynj901,dimum901,fleta901,welkt901,,,rhoda001,logab001,felin001,regular,5,7,TEX,NYA,y,both,y,y,y,2011
TOR201105070,DET,TOR,TOR02,20110507,0,4:08PM,day,,,true,,155,23453,unknown,unknown,cloudy,55,tocf,8,perkd701,,,mealj901,buckc901,iassd901,scotd901,,,verlj001,romer002,,regular,9,0,DET,TOR,y,both,y,y,y,2011
ANA201105080,CLE,ANA,ANA01,20110508,0,12:37PM,day,,,true,,170,40124,unknown,unknown,unknown,65,torf,10,munse701,,,nauep901,eddid901,demud901,danlk901,,,rodnf001,smitj002,waldj001,regular,5,6,ANA,CLE,y,both,y,y,y,2011
BAL201105080,TBA,BAL,BAL12,20110508,0,1:37PM,day,,,true,,169,16359,unknown,unknown,cloudy,73,ltor,9,hennj701,,,kellj901,coope901,carlm901,timmt901,,,daviw001,bergb002,farnk001,regular,5,3,TBA,BAL,y,both,y,y,y,2011
BOS201105080,MIN,BOS,BOS07,20110508,0,1:37PM,day,,,true,,173,37526,unknown,unknown,unknown,55,fromrf,18,scogc701,,,fairc901,westj901,herna901,schrp901,,,matsd001,pavac001,,regular,5,9,BOS,MIN,y,both,y,y,y,2011
CHN201105080,CIN,CHN,CHI11,20110508,0,1:23PM,day,,,false,,152,31931,unknown,unknown,cloudy,63,ltor,10,speaa701,,,davib902,wendh902,carav901,laynj901,,,cuetj001,dempr002,cordf002,regular,2,0,CIN,CHN,y,both,y,y,y,2011
FLO201105080,WAS,FLO,MIA01,20110508,0,1:10PM,day,,,false,,178,10523,unknown,unknown,cloudy,86,tocf,6,jernr701,,,barkl901,johna901,culbf901,cedeg901,,,sanca004,hernl003,,regular,0,8,FLO,WAS,y,both,y,y,y,2011
KCA201105080,OAK,KCA,KAN06,20110508,0,1:11PM,day,,,true,,179,22435,unknown,unknown,sunny,81,fromrf,14,schus701,,,porta901,hoyej901,cuzzp901,millb901,,,rosst001,franj003,fuenb001,regular,5,2,OAK,KCA,y,both,y,y,y,2011
NYN201105080,LAN,NYN,NYC20,20110508,0,1:13PM,day,,,false,,175,26312,unknown,unknown,cloudy,68,fromlf,1,sprej701,,,marqa901,hicke901,rapue901,onorb901,,,kersc001,dickr001,padiv001,regular,4,2,LAN,NYN,y,both,y,y,y,2011
PHI201105080,ATL,PHI,PHI13,20110508,0,8:09PM,night,,,false,,173,45619,unknown,unknown,overcast,69,fromcf,7,dunnj701,,,bellw901,diazl901,barrs901,hirsj901,,,jurrj001,hamec001,kimbc001,regular,5,2,ATL,PHI,y,both,y,y,y,2011
PIT201105080,HOU,PIT,PIT08,20110508,0,1:35PM,day,,,false,,165,17946,unknown,unknown,cloudy,66,tolf,7,hertb701,,,barrl901,tscht901,nelsj901,fostm901,,,mccud001,abadf001,hanrj001,regular,4,5,PIT,HOU,y,both,y,y,y,2011
SDN201105080,ARI,SDN,SAN02,20110508,0,1:06PM,day,,,false,,152,21490,unknown,unknown,overcast,69,ltor,12,zaveb701,,,vanol901,wolfj901,cousd901,kulpr901,,,haraa001,saunj001,bellh001,regular,3,4,SDN,ARI,y,both,y,y,y,2011
SEA201105080,CHA,SEA,SEA03,20110508,0,1:10PM,day,,,true,,189,26074,unknown,unknown,unknown,51,ltor,4,peted701,,,rippm901,wintm901,muchm901,wegnm901,,,sants001,leagb001,,regular,5,2,CHA,SEA,y,both,y,y,y,2011
SFN201105080,COL,SFN,SFO03,20110508,0,1:06PM,day,,,false,,172,42132,unknown,unknown,unknown,57,rtol,15,santa701,,,joycj901,gormb901,randt901,belld901,,,voger001,delaj001,wilsb001,regular,0,3,SFN,COL,y,both,y,y,y,2011
SLN201105080,MIL,SLN,STL10,20110508,0,1:15PM,day,,,false,,161,40125,unknown,unknown,sunny,74,rtol,5,durbj701,,,drecb901,emmep901,drakr901,darlg901,,,mcclk001,narvc001,salaf001,regular,1,3,SLN,MIL,y,both,y,y,y,2011
TEX201105080,NYA,TEX,ARL02,20110508,0,1:08PM,day,,,true,,216,48057,unknown,unknown,sunny,86,tolf,8,ruddw701,,,dimum901,fleta901,welkt901,reynj901,,,sabac001,rhoda001,,regular,12,5,NYA,TEX,y,both,y,y,y,2011
TOR201105080,DET,TOR,TOR02,20110508,0,1:07PM,day,,,true,,155,17392,unknown,unknown,cloudy,52,tocf,9,uttes701,,,buckc901,iassd901,scotd901,mealj901,,,pennb002,reyej003,valvj001,regular,5,2,DET,TOR,y,both,y,y,y,2011
ANA201105090,CHA,ANA,ANA01,20110509,0,7:07PM,night,,,true,,149,38561,unknown,unknown,cloudy,59,tocf,5,franm701,,,gormb901,randt901,belld901,vanol901,,,jacke001,sante001,,regular,8,0,CHA,ANA,y,both,y,y,y,2011
BOS201105090,MIN,BOS,BOS07,20110509,0,7:10PM,night,,,true,,235,37276,unknown,unknown,unknown,60,fromcf,15,ellib701,,,westj901,herna901,schrp901,fairc901,,,okajh001,hoeyj001,,regular,1,2,BOS,MIN,y,both,y,y,y,2011
COL201105090,NYN,COL,DEN02,20110509,0,6:41PM,night,,,false,,167,31885,unknown,unknown,sunny,74,tocf,9,platd701,,,wintm901,everm901,wegnm901,guccc901,,,belim001,capuc001,streh001,regular,1,2,COL,NYN,y,both,y,y,y,2011
FLO201105090,PHI,FLO,MIA01,20110509,0,7:11PM,night,,,false,,170,11444,unknown,unknown,sunny,86,rtol,12,mccac701,,,coope901,carlm901,timmt901,kellj901,,,blanj001,vazqj001,madsr001,regular,6,4,PHI,FLO,y,both,y,y,y,2011
HOU201105090,CIN,HOU,HOU03,20110509,0,7:07PM,night,,,false,,182,20174,dry,none,dome,73,unknown,0,wilkt701,,,rungb901,mcclt901,hudsm901,barrt901,,,woodt004,rodra002,,regular,6,1,CIN,HOU,y,both,y,y,y,2011
MIL201105090,SDN,MIL,MIL06,20110509,0,7:10PM,night,,,false,,150,27058,dry,none,dome,70,unknown,0,odrit701,,,diazl901,barrs901,hirsj901,bellw901,,,greiz001,latom001,axfoj001,regular,3,4,MIL,SDN,y,both,y,y,y,2011
PIT201105090,LAN,PIT,PIT08,20110509,0,7:06PM,night,,,false,,176,11373,unknown,unknown,sunny,71,torf,5,webbb701,,,fleta901,welkt901,reynj901,dimum901,,,veraj001,billc001,hanrj001,regular,1,4,PIT,LAN,y,both,y,y,y,2011
TEX201105090,OAK,TEX,ARL02,20110509,0,7:07PM,night,,,true,,163,24375,unknown,unknown,unknown,92,fromrf,13,schid701,,,davig901,holbs901,gibsg901,ticht901,,,cahit001,wilsc004,,regular,7,2,OAK,TEX,y,both,y,y,y,2011
TOR201105090,DET,TOR,TOR02,20110509,0,7:10PM,night,,,true,,206,11785,unknown,unknown,sunny,55,torf,6,uttes701,,,iassd901,scotd901,mealj901,tumpj901,,,schem001,morrb001,,regular,10,5,DET,TOR,y,both,y,y,y,2011
ANA201105100,CHA,ANA,ANA01,20110510,0,7:07PM,night,,,true,,152,40128,unknown,unknown,sunny,65,torf,10,seebt701,,,randt901,belld901,vanol901,gormb901,,,pinej001,dankj001,,regular,2,6,ANA,CHA,y,both,y,y,y,2011
ATL201105100,WAS,ATL,ATL02,20110510,0,7:10PM,night,,,false,,159,16143,unknown,unknown,cloudy,86,ltor,7,stamm701,,,wolfj901,cousd901,joycj901,kulpr901,,,marqj001,hudst001,stord001,regular,7,6,WAS,ATL,y,both,y,y,y,2011
BAL201105100,SEA,BAL,BAL12,20110510,0,7:09PM,night,,,true,,248,11485,unknown,unknown,cloudy,74,tocf,3,hennj701,,,herna901,schrp901,fairc901,westj901,,,accaj001,leagb001,,regular,6,7,BAL,SEA,y,both,y,y,y,2011
CHN201105100,SLN,CHN,CHI11,20110510,0,7:07PM,night,,,false,,174,34249,unknown,unknown,cloudy,67,fromrf,9,speaa701,,,eddid901,demud901,danlk901,nauep901,,,carpc002,woodk002,sance001,regular,6,4,SLN,CHN,y,both,y,y,y,2011
CLE201105100,TBA,CLE,CLE08,20110510,0,8:40PM,night,,,true,,194,13551,unknown,unknown,unknown,59,fromcf,22,maveb701,,,scotd901,mealj901,tumpj901,iassd901,,,perec002,peraj002,,regular,4,5,CLE,TBA,y,both,y,y,y,2011
COL201105100,NYN,COL,DEN02,20110510,0,6:40PM,night,,,false,,155,31007,unknown,unknown,unknown,71,tocf,9,einsd701,,,everm901,wegnm901,guccc901,wintm901,,,pelfm001,hammj002,rodrf003,regular,4,3,NYN,COL,y,both,y,y,y,2011
FLO201105100,PHI,FLO,MIA01,20110510,0,7:11PM,night,,,false,,155,21955,unknown,unknown,sunny,83,fromcf,11,jernr701,,,carlm901,timmt901,kellj901,coope901,,,dunnm002,hallr001,nunel001,regular,1,2,FLO,PHI,y,both,y,y,y,2011
HOU201105100,CIN,HOU,HOU03,20110510,0,7:06PM,night,,,false,,191,24499,dry,none,dome,73,unknown,0,mclei701,,,mcclt901,hudsm901,barrt901,rungb901,,,bailh001,myerb001,,regular,7,3,CIN,HOU,y,both,y,y,y,2011
MIL201105100,SDN,MIL,MIL06,20110510,0,7:09PM,night,,,false,,174,22861,unknown,unknown,sunny,64,fromlf,8,odrit701,,,barrs901,hirsj901,bellw901,diazl901,,,marcs001,richc002,axfoj001,regular,6,8,MIL,SDN,y,both,y,y,y,2011
MIN201105100,DET,MIN,MIN04,20110510,0,7:10PM,night,,,true,,194,38949,unknown,unknown,cloudy,87,unknown,14,thors701,,,wendh902,carav901,laynj901,davib902,,,porcr001,lirif001,,regular,10,2,DET,MIN,y,both,y,y,y,2011
NYA201105100,KCA,NYA,NYC21,20110510,0,7:09PM,night,,,true,,172,41275,unknown,unknown,cloudy,64,rtol,10,karph701,,,hicke901,rapue901,onorb901,marqa901,,,garcf002,davik002,rivem002,regular,1,3,NYA,KCA,y,both,y,y,y,2011
PIT201105100,LAN,PIT,PIT08,20110510,0,7:05PM,night,,,false,,196,13497,unknown,unknown,cloudy,76,fromlf,8,hertb701,,,welkt901,reynj901,dimum901,fleta901,,,lillt001,corrk001,,regular,10,3,LAN,PIT,y,both,y,y,y,2011
SFN201105100,ARI,SFN,SFO03,20110510,0,7:16PM,night,,,false,,149,41039,unknown,unknown,cloudy,55,tocf,16,santa701,,,hoyej901,cuzzp901,millb901,hallt901,,,wilsb001,hernd002,,regular,0,1,SFN,ARI,y,both,y,y,y,2011
TEX201105100,OAK,TEX,ARL02,20110510,0,7:07PM,night,,,true,,168,31655,unknown,unknown,unknown,82,fromrf,9,ruddw701,,,holbs901,gibsg901,ticht901,davig901,,,lewic001,andeb004,,regular,2,7,TEX,OAK,y,both,y,y,y,2011
TOR201105100,BOS,TOR,TOR02,20110510,0,7:08PM,night,,,true,,233,17820,dry,none,dome,68,unknown,0,perkd701,,,emmep901,darlg901,rackd901,drecb901,,,villc001,albem001,,regular,6,7,TOR,BOS,y,both,y,y,y,2011
ANA201105110,CHA,ANA,ANA01,20110511,0,7:08PM,night,,,true,,193,39151,unknown,unknown,sunny,65,tocf,3,munse701,,,belld901,vanol901,gormb901,randt901,,,sants001,jepsk001,thorm001,regular,6,4,CHA,ANA,y,both,y,y,y,2011
ATL201105110,WAS,ATL,ATL02,20110511,0,7:11PM,night,,,false,,212,16692,unknown,unknown,sunny,86,ltor,8,stamm701,,,cousd901,joycj901,kulpr901,wolfj901,,,stord001,lines001,,regular,7,3,WAS,ATL,y,both,y,y,y,2011
BAL201105110,SEA,BAL,BAL12,20110511,0,7:07PM,night,,,true,,164,11561,unknown,unknown,sunny,71,tolf,8,hennj701,,,schrp901,fairc901,herna901,reybd901,,,tillc001,hernf002,gregk001,regular,2,4,BAL,SEA,y,both,y,y,y,2011
CHN201105110,SLN,CHN,CHI11,20110511,0,7:10PM,night,,,false,,187,34439,unknown,unknown,overcast,67,fromrf,4,roseb701,,,demud901,danlk901,nauep901,eddid901,,,garzm001,westj001,,regular,4,11,CHN,SLN,y,both,y,y,y,2011
CLE201105110,TBA,CLE,CLE08,20110511,0,7:06PM,night,,,true,,167,16336,unknown,unknown,unknown,67,fromrf,13,maveb701,,,mealj901,tumpj901,iassd901,scotd901,,,pricd001,carrc003,,regular,8,2,TBA,CLE,y,both,y,y,y,2011
FLO201105110,PHI,FLO,MIA01,20110511,0,7:11PM,night,,,false,,165,18504,unknown,unknown,sunny,84,fromrf,12,jernr701,,,timmt901,kellj901,coope901,carlm901,,,kendk001,nunel001,madsr001,regular,5,3,PHI,FLO,y,both,y,y,y,2011
HOU201105110,CIN,HOU,HOU03,20110511,0,1:08PM,day,,,false,,175,21008,dry,none,dome,71,unknown,0,blour701,,,hudsm901,barrt901,rungb901,mcclt901,,,melam001,leakm001,,regular,3,4,HOU,CIN,y,both,y,y,y,2011
MIL201105110,SDN,MIL,MIL06,20110511,0,12:10PM,day,,,false,,200,25652,unknown,unknown,sunny,62,torf,7,odrit701,,,hirsj901,bellw901,diazl901,barrs901,,,qualc001,loe-k001,,regular,13,6,SDN,MIL,y,both,y,y,y,2011
MIN201105110,DET,MIN,MIN04,20110511,0,12:10PM,day,,,true,,232,38938,unknown,unknown,overcast,70,fromlf,15,wongg701,,,carav901,laynj901,davib902,wendh902,,,benoj001,cappm001,valvj001,regular,9,7,DET,MIN,y,both,y,y,y,2011
NYA201105110,KCA,NYA,NYC21,20110511,0,7:10PM,night,,,true,,271,40164,unknown,unknown,sunny,68,rtol,10,karph701,,,rapue901,onorb901,marqa901,hicke901,,,sorij001,carlb001,colel001,regular,4,3,KCA,NYA,y,both,y,y,y,2011
PIT201105110,LAN,PIT,PIT08,20110511,0,7:05PM,night,,,false,,184,12910,unknown,unknown,sunny,79,fromlf,5,webbb701,,,reynj901,dimum901,fleta901,welkt901,,,kuroh001,mahop002,padiv001,regular,2,0,LAN,PIT,y,both,y,y,y,2011
SFN201105110,ARI,SFN,SFO03,20110511,0,7:15PM,night,,,false,,177,41026,unknown,unknown,cloudy,56,tocf,16,santa701,,,cuzzp901,millb901,hallt901,hoyej901,,,sancj002,galaa002,wilsb001,regular,3,4,SFN,ARI,y,both,y,y,y,2011
TOR201105110,BOS,TOR,TOR02,20110511,0,7:09PM,night,,,true,,169,19163,unknown,unknown,sunny,57,rtol,17,perkd701,,,darlg901,rackd901,drecb901,emmep901,,,litsj001,lackj001,,regular,3,9,TOR,BOS,y,both,y,y,y,2011
ATL201105120,WAS,ATL,ATL02,20110512,0,7:10PM,night,,,false,,184,19758,unknown,unknown,cloudy,87,ltor,8,stamm701,,,joycj901,kulpr901,wolfj901,cousd901,,,kimbc001,slatd001,,regular,5,6,ATL,WAS,y,both,y,y,y,2011
BAL201105120,SEA,BAL,BAL12,20110512,0,7:07PM,night,,,true,,172,19082,unknown,unknown,cloudy,73,fromcf,4,hennj701,,,fairc901,herna901,reybd901,estam901,,,johnj010,leagb001,,regular,1,2,BAL,SEA,y,both,y,y,y,2011
CHN201105120,SLN,CHN,CHI11,20110512,0,1:22PM,day,,,false,,168,32559,unknown,unknown,unknown,84,tocf,6,frisd701,,,danlk901,nauep901,eddid901,demud901,,,garcj004,colec001,,regular,9,1,SLN,CHN,y,both,y,y,y,2011
CLE201105120,TBA,CLE,CLE08,20110512,0,12:07PM,day,,,true,,184,18107,unknown,unknown,cloudy,67,rtol,6,murrc701,,,tumpj901,mealj901,scotd901,iassd901,,,shiej002,mastj001,,regular,7,4,TBA,CLE,y,both,y,y,y,2011
COL201105120,NYN,COL,DEN02,20110512,0,3:20PM,day,,,false,,172,21422,unknown,unknown,overcast,45,fromcf,2,einsd701,,,wegnm901,guccc901,wintm901,everm901,,,niesj001,jimeu001,,regular,9,5,NYN,COL,y,both,y,y,y,2011
NYA201105120,KCA,NYA,NYC21,20110512,0,7:09PM,night,,,true,,200,41790,unknown,unknown,sunny,57,rtol,12,karph701,,,onorb901,marqa901,hicke901,rapue901,,,osuls001,novai001,,regular,11,5,KCA,NYA,y,both,y,y,y,2011
SFN201105120,ARI,SFN,SFO03,20110512,0,12:45PM,day,,,false,,166,41126,unknown,unknown,cloudy,60,tocf,11,santa701,,,millb901,hallt901,hoyej901,cuzzp901,,,cainm001,hudsd001,lopej002,regular,2,3,SFN,ARI,y,both,y,y,y,2011
ATL201105130,PHI,ATL,ATL02,20110513,0,7:36PM,night,,,false,,184,36168,unknown,unknown,unknown,72,ltor,8,wilkj701,,,rackd901,drecb901,emmep901,darlg901,,,basta001,oflae001,madsr001,regular,5,4,PHI,ATL,y,both,y,y,y,2011
CHN201105130,SFN,CHN,CHI11,20110513,0,1:24PM,day,,,false,,187,37433,unknown,unknown,unknown,55,fromrf,15,frisd701,,,ticht901,reybd901,davig901,holbs901,,,dempr002,bumgm001,,regular,4,11,CHN,SFN,y,both,y,y,y,2011
CIN201105130,SLN,CIN,CIN09,20110513,0,7:10PM,night,,,false,,234,32972,unknown,unknown,overcast,68,fromrf,5,rothr701,,,dimum901,fleta901,welkt901,reynj901,,,cordf002,mottj001,,regular,5,6,CIN,SLN,y,both,y,y,y,2011
CLE201105130,SEA,CLE,CLE08,20110513,0,7:06PM,night,,,true,,144,33774,unknown,unknown,unknown,76,rtol,9,maveb701,,,bellw901,diazl901,barrs901,hirsj901,,,sippt001,leagb001,,regular,4,5,CLE,SEA,y,both,y,y,y,2011
COL201105130,SDN,COL,DEN02,20110513,0,6:41PM,night,,,false,,193,40278,unknown,unknown,sunny,62,fromrf,7,einsd701,,,iassd901,scotd901,mealj901,tumpj901,,,delaj001,mosed001,,regular,7,12,COL,SDN,y,both,y,y,y,2011
DET201105130,KCA,DET,DET05,20110513,0,7:07PM,night,,,true,,143,33641,unknown,unknown,cloudy,77,fromlf,3,marod701,,,vanol901,gormb901,randt901,belld901,,,verlj001,hochl001,valvj001,regular,1,3,DET,KCA,y,both,y,y,y,2011
HOU201105130,NYN,HOU,HOU03,20110513,0,7:07PM,night,,,false,,178,28791,unknown,unknown,sunny,88,fromlf,17,blour701,,,herna901,estam901,fairc901,millb901,,,miscp001,fulcj001,rodrf003,regular,6,4,NYN,HOU,y,both,y,y,y,2011
LAN201105130,ARI,LAN,LOS03,20110513,0,7:11PM,night,,,false,,179,35506,unknown,unknown,cloudy,64,tolf,6,munse701,,,barrt901,rungb901,gonzm901,hudsm901,,,kersc001,saunj001,jansk001,regular,3,4,LAN,ARI,y,both,y,y,y,2011
MIL201105130,PIT,MIL,MIL06,20110513,0,7:10PM,night,,,false,,181,32837,dry,none,dome,70,unknown,0,franw701,,,marqa901,hicke901,conrc901,onorb901,,,gally001,mcdoj004,axfoj001,regular,2,5,MIL,PIT,y,both,y,y,y,2011
MIN201105130,TOR,MIN,MIN04,20110513,0,7:10PM,night,,,true,,178,38809,unknown,unknown,overcast,54,ltor,13,hennk701,,,kellj901,coope901,carlm901,timmt901,,,romer002,burna002,franf001,regular,2,0,TOR,MIN,y,both,y,y,y,2011
